Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Emys_orbicularis_10,3611,1.7778,1.8580,500,0.9358,33578,5.1252,3.7344,4.5029,0.5941,0.0279,0.1007,0.4460,0.0000,8.7590,2.5597,24.3776,5.8509,0.1944,13.4512,1.3528,27.5336,0.4258,0.6578,0.3059,0.2016,54.9522,0.0000,1.4607,0.0504,0.4084,0.1799,0.0000,1.9546,1.4371,2.8360,4.6235,10.1709,0.7111,1.5252,15.6033,2.9872,0.8425,0.0556,1.7774,1.7697,1.7778,1.7766,1.7778,1.7774,1.7765,1.7778,1.7773,1.7769,1.7740,1.7649,1.7714,1.7755,1.7764,1.7768,1.7760,1.7753,1.7774,1.3288,1.1317,1.2598,0.6591,0.4672,0.6359,0.6358,0.5183,0.7201,0.4225,0.7993,0.3645,0.7127,0.5605,0.8917,1.1756,0.4526,0.7485,0.9526,8.6440,0.1023,1.0000,0.0358,0.2234,0.0000,5.0000,0.1964,0.1550,0.0111,10.0000,0.3901,0.1305,0.0557,1.1513,0.0412,0.2168,0.0000,13.6583,0.4697,0.1196,0.0997,14.8582,0.4943,0.1165,0.1166,5.7001,0.2335,0.1501,0.0147,1.7272,0.0653,0.1986,0.0003,3.5178,0.1363,0.1690,0.0055
Emys_orbicularis_11,3611,1.7834,1.8635,500,0.9360,33561,4.8867,2.8746,0.9264,0.0319,0.0067,0.0610,1.0974,0.0007,7.2876,2.9180,24.0033,5.1942,0.0983,13.9712,3.2267,31.2588,1.1863,0.5675,0.4027,0.0510,54.9369,0.0000,1.2630,0.0344,0.2694,0.4492,0.0002,2.2422,1.2312,2.6675,5.3888,8.5906,1.7314,1.9355,15.8523,2.3568,0.8997,0.0998,1.7833,1.7749,1.7831,1.7822,1.7831,1.7829,1.7819,1.7836,1.7828,1.7828,1.7790,1.7675,1.7786,1.7811,1.7821,1.7820,1.7813,1.7808,1.7824,1.3340,1.1271,1.2654,0.6340,0.4512,0.6121,0.6182,0.5000,0.6930,0.4089,0.7850,0.3768,0.7306,0.5717,0.8905,1.1739,0.4565,0.7380,0.9571,8.6374,0.1016,1.0000,0.0352,0.2234,0.0000,5.0000,0.1927,0.1543,0.0130,10.0000,0.3868,0.1296,0.0540,1.3417,0.0477,0.2098,0.0000,13.7926,0.4702,0.1182,0.1000,14.9264,0.4936,0.1153,0.1152,5.6061,0.2225,0.1499,0.0138,1.3417,0.0477,0.2098,0.0000,3.5618,0.1350,0.1680,0.0075
Emys_orbicularis_12,3611,1.7813,1.8612,500,0.9360,33577,10.3550,1.8889,0.6595,0.0492,0.0136,0.1096,0.0669,0.1075,10.4840,3.0812,22.5354,5.0364,0.6345,10.1840,2.7175,31.0216,0.3146,0.5371,0.2035,0.4298,47.7069,0.0000,1.3219,0.0759,0.4343,0.3224,0.0331,1.3051,1.0785,2.6817,5.4639,7.3822,1.3221,1.7697,26.5502,1.3542,0.6849,0.0831,1.7804,1.7724,1.7813,1.7805,1.7811,1.7809,1.7797,1.7815,1.7811,1.7800,1.7772,1.7648,1.7780,1.7787,1.7794,1.7790,1.7803,1.7792,1.7802,1.3350,1.1301,1.2618,0.6521,0.4690,0.6220,0.6244,0.5192,0.7089,0.4186,0.8045,0.3749,0.7136,0.5652,0.8934,1.1724,0.4494,0.7383,0.9359,8.6414,0.1020,1.0000,0.0374,0.2220,0.0000,5.0000,0.1977,0.1549,0.0105,10.0000,0.3855,0.1304,0.0537,1.4198,0.0544,0.2065,0.0000,13.7243,0.4688,0.1191,0.1000,14.8142,0.4866,0.1163,0.1163,5.6245,0.2260,0.1505,0.0136,1.4198,0.0544,0.2065,0.0000,3.5386,0.1362,0.1686,0.0078
Emys_orbicularis_13,3611,1.7823,1.8619,500,0.9360,33565,3.0862,3.9297,10.3362,0.0607,0.0031,0.0794,0.8876,0.0805,5.1464,2.6605,27.5911,5.3818,0.2508,12.9432,1.7051,24.0046,1.0074,0.6354,0.2102,0.2682,51.1352,0.0000,1.8855,0.1243,0.3260,0.3186,0.0000,1.2334,0.8137,2.9211,4.9647,8.2617,1.1737,1.2299,22.4894,1.6957,1.0776,0.0814,1.7824,1.7724,1.7819,1.7809,1.7826,1.7822,1.7810,1.7822,1.7816,1.7815,1.7777,1.7687,1.7764,1.7804,1.7814,1.7799,1.7809,1.7797,1.7813,1.3361,1.1268,1.2679,0.6563,0.4739,0.6210,0.6196,0.5220,0.7103,0.4081,0.8165,0.3521,0.7167,0.5810,0.8922,1.1783,0.4700,0.7427,0.9399,8.6396,0.1019,1.0000,0.0371,0.2209,0.0000,5.0000,0.1997,0.1546,0.0130,10.0000,0.3871,0.1302,0.0543,1.4296,0.0536,0.2052,0.0000,13.7969,0.4689,0.1189,0.1000,14.9335,0.4888,0.1160,0.1160,6.1729,0.2503,0.1467,0.0194,1.4296,0.0536,0.2052,0.0000,3.5113,0.1396,0.1683,0.0069
Emys_orbicularis_14,3611,1.7826,1.8623,500,0.9359,33583,5.0674,5.2189,3.5932,0.4083,0.0180,0.0911,0.3458,0.0000,9.0138,2.9004,22.4974,5.9696,0.1700,12.1121,0.0545,31.2095,0.6504,0.4814,0.1983,0.2340,49.4606,0.0000,1.3981,0.2057,0.3072,0.3357,0.0000,2.7680,1.2991,2.2178,5.1797,9.2048,0.6990,1.9568,21.5665,2.3383,0.7477,0.0809,1.7828,1.7738,1.7826,1.7815,1.7820,1.7828,1.7810,1.7827,1.7822,1.7814,1.7792,1.7677,1.7775,1.7814,1.7806,1.7807,1.7809,1.7805,1.7820,1.3437,1.1349,1.2705,0.6466,0.4579,0.6228,0.6233,0.5074,0.7063,0.4182,0.7793,0.3755,0.7225,0.5648,0.8872,1.1812,0.4496,0.7350,0.9430,8.6401,0.1019,1.0000,0.0362,0.2226,0.0000,5.0000,0.1972,0.1543,0.0102,10.0000,0.3885,0.1299,0.0573,1.4254,0.0526,0.2065,0.0000,13.6443,0.4730,0.1190,0.1000,15.0023,0.4994,0.1156,0.1155,5.0084,0.1977,0.1542,0.0102,1.4254,0.0526,0.2065,0.0000,3.5089,0.1340,0.1684,0.0061
Emys_orbicularis_15,3611,1.7798,1.8606,500,0.9358,33576,8.9774,3.7596,6.4596,0.0541,0.0122,4.6597,0.0268,0.3047,1.0349,3.0060,26.8789,5.6826,0.5264,11.1540,1.5755,24.8014,0.6558,0.2576,0.1726,0.1252,47.7360,0.0000,2.9369,0.1792,0.2326,0.5003,0.0000,0.4513,0.7497,3.8351,5.9902,8.1196,1.4733,3.2063,21.5983,1.7338,0.8441,0.2880,1.7792,1.7697,1.7792,1.7777,1.7796,1.7795,1.7784,1.7797,1.7793,1.7788,1.7754,1.7653,1.7758,1.7779,1.7779,1.7782,1.7777,1.7773,1.7786,1.3372,1.1297,1.2669,0.6579,0.4733,0.6079,0.6042,0.5254,0.6820,0.4172,0.8005,0.3467,0.7080,0.5778,0.8820,1.1785,0.4633,0.7287,0.9546,8.6423,0.1021,1.0000,0.0365,0.2220,0.0000,5.0000,0.2023,0.1546,0.0083,10.0000,0.3861,0.1305,0.0554,1.2567,0.0467,0.2118,0.0000,13.5137,0.4661,0.1199,0.0994,14.6721,0.4824,0.1169,0.1169,5.5469,0.2278,0.1508,0.0111,1.2567,0.0467,0.2118,0.0000,3.4932,0.1343,0.1688,0.0064
Emys_orbicularis_16,3611,1.7907,1.8694,500,0.9362,33577,4.7249,4.6796,3.5244,0.0127,0.0966,0.0840,0.1215,0.3734,8.7837,2.7828,25.1606,5.4393,0.1534,11.9702,1.6312,29.3123,0.1587,0.6487,0.3421,0.0416,54.9425,0.0000,0.3703,0.1434,0.2116,0.4462,0.0000,1.2222,1.4676,2.4665,4.9478,8.6509,0.8580,2.2726,19.7265,1.8045,0.3819,0.0460,1.7907,1.7811,1.7906,1.7904,1.7907,1.7906,1.7893,1.7911,1.7903,1.7890,1.7879,1.7763,1.7863,1.7900,1.7894,1.7899,1.7897,1.7895,1.7907,1.3435,1.1591,1.2662,0.6680,0.4804,0.6549,0.6443,0.5303,0.7494,0.4371,0.8124,0.3768,0.7108,0.5727,0.9102,1.1801,0.4607,0.7474,0.9601,8.6310,0.1010,1.0000,0.0362,0.2193,0.0000,5.0000,0.2050,0.1523,0.0111,10.0000,0.3947,0.1289,0.0570,1.0008,0.0362,0.2192,0.0000,13.1966,0.4591,0.1193,0.1000,14.4521,0.4845,0.1160,0.1160,5.4625,0.2303,0.1492,0.0122,1.6869,0.0644,0.1964,0.0003,3.4280,0.1338,0.1668,0.0061
Emys_orbicularis_17,3611,1.7815,1.8604,500,0.9359,33564,4.8218,3.3692,3.6467,0.1916,0.1138,0.1581,0.0548,0.0000,6.0139,2.3258,26.5349,5.2909,0.3940,12.6745,1.5621,31.6318,0.3465,0.6507,0.2187,0.0832,56.8570,0.0000,1.1929,0.1021,0.1158,0.5100,0.0000,1.5753,1.3834,2.7096,4.2594,8.7255,0.8983,1.2187,17.1863,2.2033,0.8125,0.1668,1.7817,1.7722,1.7813,1.7806,1.7813,1.7812,1.7807,1.7816,1.7813,1.7804,1.7786,1.7687,1.7764,1.7793,1.7804,1.7799,1.7794,1.7796,1.7803,1.3416,1.1353,1.2714,0.6546,0.4749,0.6256,0.6206,0.5235,0.7066,0.4167,0.8001,0.3589,0.7300,0.5771,0.8987,1.1846,0.4628,0.7405,0.9508,8.6396,0.1018,1.0000,0.0355,0.2229,0.0000,5.0000,0.1966,0.1546,0.0125,10.0000,0.3847,0.1299,0.0568,1.1160,0.0402,0.2179,0.0000,13.5997,0.4680,0.1190,0.1000,14.6793,0.4896,0.1162,0.1163,5.9941,0.2407,0.1477,0.0188,1.4328,0.0529,0.2065,0.0006,3.5443,0.1365,0.1684,0.0064
Emys_orbicularis_18,3611,1.7759,1.8547,500,0.9356,33563,10.0567,2.8704,0.0000,0.4220,0.0286,0.0874,0.3029,0.0000,4.2556,2.6299,26.9336,4.6289,1.0942,10.0393,3.2309,32.7027,0.1093,0.4882,0.1194,0.1840,51.7431,0.0000,1.8881,0.0584,0.2251,0.3667,0.0000,0.8668,0.8698,3.5467,4.6275,9.6346,1.0560,1.1184,21.3494,1.5781,0.8137,0.0737,1.7756,1.7669,1.7759,1.7745,1.7756,1.7758,1.7753,1.7758,1.7757,1.7757,1.7710,1.7603,1.7706,1.7744,1.7747,1.7745,1.7751,1.7737,1.7748,1.3337,1.1231,1.2614,0.6438,0.4627,0.6189,0.6186,0.5123,0.6969,0.4071,0.8042,0.3554,0.7191,0.5642,0.8834,1.1695,0.4442,0.7308,0.9439,8.6453,0.1024,1.0000,0.0364,0.2234,0.0000,5.0000,0.1980,0.1557,0.0102,10.0000,0.3850,0.1308,0.0534,1.4219,0.0535,0.2076,0.0000,13.6796,0.4698,0.1197,0.1000,14.8985,0.4889,0.1165,0.1166,5.4896,0.2193,0.1522,0.0130,1.4219,0.0535,0.2076,0.0000,3.5557,0.1379,0.1693,0.0083
Emys_orbicularis_19,3611,1.7738,1.8521,500,0.9356,33573,4.3287,2.1630,0.9989,0.2484,0.0226,0.1435,1.3817,0.0000,7.4462,2.6529,25.4823,5.9173,0.1081,13.1969,2.7367,32.3661,0.0800,0.5195,0.2073,0.0229,50.7659,0.0000,1.7705,0.0517,0.2924,0.3063,0.0000,1.5014,1.3260,3.3258,4.9472,10.2936,1.1746,1.5194,20.2477,1.2717,0.7554,0.4274,1.7740,1.7654,1.7738,1.7723,1.7740,1.7738,1.7725,1.7741,1.7731,1.7728,1.7696,1.7593,1.7688,1.7722,1.7727,1.7729,1.7729,1.7719,1.7731,1.3258,1.1214,1.2560,0.6529,0.4628,0.6225,0.6219,0.5124,0.7073,0.4120,0.7950,0.3740,0.7069,0.5591,0.8897,1.1729,0.4502,0.7431,0.9376,8.6494,0.1027,1.0000,0.0359,0.2268,0.0000,5.0000,0.1900,0.1565,0.0133,10.0000,0.3889,0.1311,0.0529,1.4209,0.0517,0.2105,0.0000,13.5537,0.4633,0.1202,0.1000,14.6981,0.4887,0.1172,0.1169,6.0206,0.2383,0.1492,0.0194,1.7868,0.0657,0.2002,0.0003,3.6057,0.1368,0.1700,0.0058
Emys_orbicularis (average),3611.0000,1.7821,1.8614,500.0000,0.9359,33574.4500,5.6617,3.4651,2.9877,0.2554,0.0276,0.3117,0.5490,0.0684,6.6665,2.7615,25.6285,5.5158,0.3151,12.3933,1.9074,30.2194,0.4416,0.5632,0.2612,0.1550,51.9104,0.0000,1.4894,0.1052,0.2631,0.3462,0.0114,1.6609,1.2554,2.8899,4.9562,9.0575,1.0488,1.7766,20.1961,1.9917,0.7549,0.1314,1.7818,1.7732,1.7820,1.7809,1.7819,1.7818,1.7808,1.7821,1.7817,1.7810,1.7782,1.7675,1.7770,1.7804,1.7806,1.7807,1.7806,1.7799,1.7813,1.3353,1.1319,1.2642,0.6539,0.4670,0.6239,0.6212,0.5168,0.7088,0.4182,0.7999,0.3663,0.7172,0.5694,0.8923,1.1760,0.4570,0.7401,0.9477,8.6399,0.1019,1.0000,0.0361,0.2225,0.0000,5.0000,0.1973,0.1544,0.0114,10.0000,0.3886,0.1300,0.0553,1.2529,0.0457,0.2125,0.0000,13.5934,0.4690,0.1192,0.0999,14.7922,0.4908,0.1161,0.1161,5.4824,0.2201,0.1510,0.0135,1.5372,0.0575,0.2034,0.0002,3.5201,0.1357,0.1684,0.0062
