Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Trachemys_scripta_scripta_10,3152,1.8680,1.9488,500,0.9438,33112,4.1162,0.0209,13.3189,0.7295,0.4509,38.9019,0.1472,0.2309,0.2291,0.2327,21.8354,0.2444,6.4815,11.6783,0.3016,0.1804,0.2610,0.2317,0.4073,45.1554,0.9856,1.6338,0.9351,1.1181,0.3473,0.4767,0.6228,8.7760,0.7865,6.9698,0.2264,6.2705,2.3643,1.1353,15.9492,0.0184,1.3454,4.8833,1.8644,1.8670,1.8675,1.8673,1.8671,1.8677,1.8654,1.8675,1.8634,1.8664,1.8648,1.8651,1.8568,1.8641,1.8652,1.8661,1.8677,1.8646,1.8615,1.2662,0.8213,1.3386,0.9687,0.7082,1.2176,1.0005,0.7744,1.2217,0.5443,1.2629,0.1676,1.1272,0.8509,0.7093,1.2796,0.5504,0.3867,1.1093,8.5436,0.0929,1.0000,0.0272,0.2264,0.0032,5.0000,0.1699,0.1454,0.0235,10.0000,0.3385,0.1183,0.0666,0.0534,0.0011,0.4427,0.0000,13.2178,0.4308,0.1080,0.0996,13.7809,0.4454,0.1065,0.1063,6.7425,0.2323,0.1332,0.0295,1.2113,0.0337,0.2158,0.0032,4.0021,0.1300,0.1550,0.0165
Trachemys_scripta_scripta_11,3152,1.8801,1.9629,500,0.9442,33121,3.4407,0.0069,12.4786,1.2652,0.3179,38.9803,0.0647,0.0417,0.1691,0.2655,22.0930,0.5249,7.0959,11.5740,0.3397,0.5197,0.1690,0.2327,0.4206,53.5054,0.0524,2.3744,1.4743,1.6887,0.7921,0.6260,0.2287,9.6622,0.9268,8.3993,0.3715,5.6735,2.4154,1.9150,6.6986,0.0225,0.9319,2.2411,1.8782,1.8818,1.8799,1.8798,1.8810,1.8807,1.8783,1.8810,1.8768,1.8799,1.8758,1.8798,1.8668,1.8780,1.8773,1.8808,1.8805,1.8779,1.8767,1.2706,0.8247,1.3333,0.9906,0.7285,1.2196,0.9866,0.7930,1.2298,0.5432,1.2845,0.1801,1.1340,0.8520,0.7245,1.2715,0.5487,0.3923,1.1119,8.5295,0.0918,1.0000,0.0277,0.2195,0.0029,5.0000,0.1725,0.1420,0.0213,10.0000,0.3578,0.1163,0.0609,0.1092,0.0020,0.3700,0.0000,13.2253,0.4480,0.1067,0.0999,13.6889,0.4569,0.1056,0.1053,5.8830,0.2101,0.1356,0.0247,1.6090,0.0464,0.1943,0.0035,3.8562,0.1279,0.1528,0.0146
Trachemys_scripta_scripta_12,3152,1.8848,1.9635,500,0.9442,33123,2.2252,0.6293,14.0097,1.3800,0.3289,39.2526,0.0592,0.0433,0.2109,0.2614,21.6974,0.0591,5.7125,11.5618,0.6552,1.0307,0.3893,0.3491,0.1447,61.1106,0.0279,3.1534,1.9814,0.4334,0.5555,0.2657,0.3148,10.3488,0.7459,4.9125,0.0533,5.3275,3.6073,2.3985,1.9062,0.6307,0.5070,1.7198,1.8820,1.8844,1.8843,1.8818,1.8847,1.8845,1.8831,1.8844,1.8800,1.8831,1.8807,1.8852,1.8732,1.8814,1.8800,1.8848,1.8840,1.8832,1.8798,1.2821,0.8379,1.3532,0.9816,0.7351,1.2264,1.0183,0.7991,1.2348,0.5491,1.2839,0.1846,1.1391,0.8515,0.7337,1.2874,0.5495,0.3896,1.1187,8.5280,0.0916,1.0000,0.0271,0.2198,0.0035,5.0000,0.1720,0.1415,0.0216,10.0000,0.3530,0.1158,0.0619,0.0874,0.0016,0.3940,0.0000,13.1114,0.4435,0.1065,0.0999,13.6070,0.4542,0.1052,0.1053,5.8996,0.2106,0.1350,0.0266,1.8807,0.0544,0.1863,0.0051,3.8260,0.1257,0.1526,0.0152
Trachemys_scripta_scripta_13,3152,1.8700,1.9517,500,0.9438,33126,2.8801,0.0259,12.2811,0.7585,0.4104,30.7730,0.4423,0.2479,0.2458,0.6079,28.9977,0.2693,4.5902,13.6058,0.4796,1.6485,0.4780,0.4145,0.8435,54.1617,0.4626,1.0244,0.5955,2.0477,0.2966,0.6190,2.5135,8.1288,0.8249,7.7041,0.1817,5.6056,2.2402,1.6032,7.4572,0.2174,1.6422,2.6736,1.8674,1.8701,1.8682,1.8677,1.8689,1.8701,1.8664,1.8693,1.8658,1.8681,1.8627,1.8692,1.8581,1.8660,1.8653,1.8690,1.8686,1.8674,1.8639,1.2828,0.8293,1.3570,0.9623,0.7200,1.1893,0.9756,0.7845,1.1936,0.5234,1.2675,0.1686,1.1315,0.8609,0.7192,1.2892,0.5583,0.3902,1.1168,8.5421,0.0927,1.0000,0.0270,0.2278,0.0038,5.0000,0.1671,0.1443,0.0200,10.0000,0.3487,0.1175,0.0606,0.1331,0.0026,0.3671,0.0000,13.3983,0.4421,0.1071,0.0999,13.8273,0.4539,0.1060,0.1060,6.7879,0.2379,0.1319,0.0308,1.2045,0.0328,0.2174,0.0041,3.9477,0.1219,0.1547,0.0159
Trachemys_scripta_scripta_14,3152,1.8744,1.9569,500,0.9440,33125,2.6965,0.0169,11.5768,0.6495,0.9947,39.0471,0.0414,0.0356,0.1998,0.6191,21.9186,0.4809,5.3249,13.5590,0.4708,0.0579,1.3399,0.4090,0.5618,44.9481,0.9325,1.0935,1.4616,1.4945,0.6792,0.4249,0.6453,12.2796,0.7539,7.2645,0.1980,5.1169,3.4343,1.7475,12.7272,0.2060,1.4597,3.1328,1.8727,1.8746,1.8743,1.8718,1.8737,1.8754,1.8716,1.8739,1.8703,1.8737,1.8706,1.8752,1.8656,1.8729,1.8715,1.8751,1.8752,1.8738,1.8697,1.2785,0.8385,1.3522,0.9646,0.7186,1.2070,0.9903,0.7794,1.2152,0.5362,1.2691,0.1767,1.1302,0.8693,0.7266,1.2922,0.5677,0.3871,1.1265,8.5393,0.0925,1.0000,0.0284,0.2240,0.0029,5.0000,0.1661,0.1445,0.0203,10.0000,0.3482,0.1175,0.0568,0.1342,0.0025,0.3599,0.0000,13.4729,0.4363,0.1068,0.0999,13.9623,0.4475,0.1055,0.1056,6.2166,0.2124,0.1355,0.0266,1.7560,0.0511,0.1943,0.0044,4.0021,0.1270,0.1543,0.0140
Trachemys_scripta_scripta_15,3152,1.8695,1.9513,500,0.9439,33105,3.4105,0.0472,11.0122,0.7427,0.1101,38.7845,0.4621,0.1727,0.5217,0.8714,21.7515,0.5929,5.8786,12.4931,0.6633,1.2442,0.8546,0.2875,0.0991,56.4899,0.7699,0.6341,0.8109,2.6283,0.0586,0.4456,2.6658,6.6838,0.8519,8.5879,0.4879,4.6510,3.3301,1.9003,4.2237,0.3607,1.0170,3.4027,1.8670,1.8685,1.8696,1.8691,1.8686,1.8699,1.8668,1.8686,1.8665,1.8677,1.8643,1.8684,1.8575,1.8666,1.8665,1.8679,1.8692,1.8690,1.8645,1.2717,0.8297,1.3302,0.9589,0.7167,1.2095,0.9792,0.7837,1.2116,0.5376,1.2669,0.1755,1.1112,0.8392,0.7218,1.2662,0.5403,0.3905,1.1070,8.5433,0.0929,1.0000,0.0274,0.2270,0.0032,5.0000,0.1669,0.1457,0.0216,10.0000,0.3345,0.1181,0.0622,0.0792,0.0016,0.4093,0.0000,13.3922,0.4334,0.1073,0.0999,13.7384,0.4403,0.1064,0.1063,5.7041,0.1914,0.1401,0.0232,1.3733,0.0389,0.2097,0.0032,4.0431,0.1281,0.1550,0.0174
Trachemys_scripta_scripta_16,3152,1.8821,1.9627,500,0.9441,33129,1.9644,0.7308,12.5441,0.5075,0.6534,38.4440,0.0451,0.1560,0.1954,0.2767,21.3206,0.0965,5.1333,12.4350,0.5365,4.5113,0.0307,0.2742,0.1445,42.0357,1.7504,3.2992,0.8620,2.1553,0.7507,0.5475,0.8965,14.5961,0.6360,5.9199,0.0240,6.7136,5.0304,2.3152,8.2514,0.5805,1.0885,2.5470,1.8814,1.8806,1.8806,1.8810,1.8797,1.8813,1.8796,1.8809,1.8757,1.8807,1.8785,1.8813,1.8688,1.8785,1.8776,1.8815,1.8822,1.8787,1.8774,1.2788,0.8362,1.3486,0.9662,0.7240,1.2141,0.9989,0.7845,1.2222,0.5459,1.2753,0.1902,1.1384,0.8616,0.7379,1.2878,0.5641,0.3930,1.1149,8.5305,0.0918,1.0000,0.0273,0.2191,0.0035,5.0000,0.1805,0.1421,0.0174,10.0000,0.3518,0.1167,0.0619,0.0759,0.0015,0.4038,0.0000,13.0487,0.4332,0.1074,0.0999,13.6625,0.4520,0.1058,0.1060,5.4506,0.1940,0.1388,0.0184,1.3704,0.0394,0.2021,0.0035,3.8251,0.1282,0.1529,0.0124
Trachemys_scripta_scripta_17,3152,1.8746,1.9571,500,0.9440,33124,2.2426,0.0359,15.2077,0.6989,0.0656,38.9316,0.7245,0.4023,0.5334,0.4437,20.4074,0.5047,5.8489,12.0946,0.4809,0.1360,0.0002,0.4868,0.7544,50.2938,0.1733,0.8909,0.9809,1.6482,0.3075,0.2723,2.1547,5.6123,0.6069,11.0050,0.3779,6.4747,3.1446,1.8987,9.7409,0.0261,1.0952,3.2961,1.8753,1.8764,1.8757,1.8746,1.8756,1.8760,1.8740,1.8753,1.8729,1.8736,1.8694,1.8737,1.8604,1.8731,1.8728,1.8736,1.8757,1.8740,1.8694,1.2725,0.8337,1.3490,0.9678,0.7173,1.2234,0.9810,0.7839,1.2226,0.5443,1.2768,0.1688,1.1415,0.8680,0.7302,1.2894,0.5541,0.3918,1.1139,8.5403,0.0927,1.0000,0.0276,0.2239,0.0029,5.0000,0.1692,0.1443,0.0197,10.0000,0.3513,0.1175,0.0600,0.0913,0.0018,0.3877,0.0000,13.7753,0.4585,0.1062,0.0999,14.2620,0.4684,0.1050,0.1050,6.4916,0.2236,0.1337,0.0279,1.4912,0.0431,0.2025,0.0035,3.9613,0.1275,0.1544,0.0181
Trachemys_scripta_scripta_18,3152,1.8868,1.9673,500,0.9442,33126,3.0840,0.0313,11.1239,0.3453,0.4919,33.3741,1.0632,0.3244,0.2035,1.0088,26.9571,0.2329,7.2173,12.4555,0.6649,0.6812,0.0078,0.4058,0.3273,49.5361,0.9135,1.7505,1.0643,2.4143,0.0961,0.6267,2.0028,9.0929,0.6796,9.6480,0.1834,6.5922,2.0982,1.7086,7.1863,0.0371,1.3258,3.0437,1.8847,1.8861,1.8866,1.8864,1.8861,1.8874,1.8837,1.8874,1.8807,1.8859,1.8807,1.8859,1.8730,1.8827,1.8835,1.8846,1.8866,1.8849,1.8801,1.2777,0.8254,1.3525,0.9695,0.7208,1.2201,0.9831,0.7864,1.2168,0.5359,1.2914,0.1809,1.1454,0.8647,0.7229,1.2869,0.5596,0.3942,1.1225,8.5239,0.0914,1.0000,0.0294,0.2139,0.0019,5.0000,0.1818,0.1406,0.0187,10.0000,0.3569,0.1159,0.0647,0.0375,0.0008,0.4407,0.0000,13.1700,0.4451,0.1067,0.0999,13.5253,0.4543,0.1058,0.1060,5.5949,0.2074,0.1364,0.0213,1.3347,0.0402,0.1994,0.0025,3.7601,0.1283,0.1519,0.0143
Trachemys_scripta_scripta_19,3152,1.8864,1.9679,500,0.9443,33132,2.9358,0.0000,12.1643,0.6212,0.6788,39.4076,0.0370,0.0131,0.1859,0.2588,21.6080,0.2182,4.2207,12.5274,0.3417,4.2922,0.0120,0.2652,0.2122,44.8588,0.0000,3.5964,0.8730,1.2122,1.1215,0.1825,1.5139,11.5414,0.7189,9.8508,0.1518,3.3265,7.1714,0.9043,8.2903,0.0945,1.0558,3.5361,1.8839,1.8874,1.8855,1.8853,1.8851,1.8865,1.8841,1.8839,1.8805,1.8851,1.8798,1.8860,1.8763,1.8814,1.8848,1.8858,1.8863,1.8843,1.8825,1.2740,0.8257,1.3529,0.9896,0.7308,1.2381,0.9993,0.7941,1.2461,0.5508,1.2897,0.1958,1.1419,0.8692,0.7261,1.2954,0.5606,0.3895,1.1159,8.5224,0.0912,1.0000,0.0271,0.2157,0.0063,5.0000,0.1851,0.1397,0.0213,10.0000,0.3667,0.1155,0.0650,0.2991,0.0068,0.2879,0.0000,13.1166,0.4440,0.1064,0.0999,13.5550,0.4521,0.1053,0.1053,6.3614,0.2398,0.1311,0.0266,1.9165,0.0566,0.1812,0.0073,3.6770,0.1283,0.1517,0.0162
Trachemys_scripta_scripta (average),3152.0000,1.8787,1.9597,500.0000,0.9441,33123.4500,2.9850,0.0929,12.0894,0.7259,0.4258,37.7864,0.4061,0.1656,0.2869,0.5779,22.4980,0.3291,6.0873,12.1242,0.5416,1.6927,0.4174,0.3358,0.4320,50.4988,0.5578,1.8070,1.0712,1.9323,0.5418,0.4282,1.3843,10.1068,0.7673,7.3624,0.1750,5.7840,3.1307,1.8196,8.1528,0.2909,1.0450,3.1442,1.8766,1.8787,1.8782,1.8774,1.8779,1.8790,1.8765,1.8784,1.8742,1.8776,1.8743,1.8783,1.8664,1.8755,1.8754,1.8779,1.8786,1.8769,1.8735,1.2791,0.8316,1.3503,0.9714,0.7213,1.2186,0.9956,0.7855,1.2243,0.5419,1.2754,0.1796,1.1364,0.8615,0.7264,1.2897,0.5572,0.3914,1.1177,8.5332,0.0921,1.0000,0.0275,0.2209,0.0034,5.0000,0.1743,0.1428,0.0202,10.0000,0.3505,0.1168,0.0621,0.1031,0.0020,0.3886,0.0000,13.2885,0.4415,0.1068,0.0999,13.7609,0.4522,0.1056,0.1056,5.9732,0.2111,0.1358,0.0244,1.5183,0.0438,0.1992,0.0041,3.8728,0.1279,0.1534,0.0149
