Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Emys_orbicularis_10,3611,1.7778,1.8567,500,0.9355,33593,9.2507,5.1354,0.7147,0.0342,0.0064,0.1671,0.0765,0.3135,7.5793,1.8617,24.7346,5.4507,0.2617,11.9424,1.6732,29.7799,0.1755,0.4230,0.4193,0.0538,55.3912,0.0000,0.8651,0.0754,0.2310,0.2293,0.0000,1.7775,1.2886,3.3342,4.8029,8.7355,1.5454,2.2306,16.4802,2.0917,0.8260,0.0415,1.7776,1.7692,1.7779,1.7767,1.7779,1.7774,1.7764,1.7776,1.7771,1.7768,1.7735,1.7632,1.7740,1.7752,1.7766,1.7767,1.7765,1.7734,1.7774,1.3224,1.1190,1.2519,0.6562,0.4734,0.6251,0.6104,0.5214,0.7058,0.4184,0.7980,0.3687,0.7183,0.5623,0.8812,1.1555,0.4467,0.7548,0.9290,8.6452,0.1024,1.0000,0.0365,0.2243,0.0000,5.0000,0.2043,0.1546,0.0122,10.0000,0.3923,0.1307,0.0546,1.2623,0.0454,0.2136,0.0000,13.3992,0.4640,0.1204,0.0997,14.8854,0.4897,0.1166,0.1166,5.5998,0.2334,0.1505,0.0150,1.7238,0.0629,0.1993,0.0006,3.4533,0.1314,0.1691,0.0055
Emys_orbicularis_11,3611,1.7953,1.8722,500,0.9365,33581,7.0291,4.6528,0.3785,0.1664,0.0027,0.1256,0.7073,0.0000,6.6040,2.4893,27.3567,5.5238,0.4533,11.4081,1.8436,30.4805,0.2556,0.3439,0.1788,0.1030,52.7080,0.0000,0.7026,0.0166,0.3400,0.2663,0.0000,1.9110,1.0594,3.7153,4.8810,8.4511,1.2677,2.4184,18.6931,2.7670,0.6612,0.0384,1.7948,1.7838,1.7950,1.7940,1.7949,1.7945,1.7936,1.7946,1.7947,1.7932,1.7905,1.7805,1.7906,1.7927,1.7930,1.7932,1.7926,1.7913,1.7947,1.3390,1.1416,1.2675,0.6621,0.4756,0.6397,0.6231,0.5224,0.7224,0.4249,0.7998,0.3652,0.7132,0.5728,0.9079,1.1720,0.4674,0.7470,0.9571,8.6267,0.1006,1.0000,0.0367,0.2177,0.0003,5.0000,0.2108,0.1518,0.0119,10.0000,0.3948,0.1289,0.0498,0.8911,0.0329,0.2228,0.0000,13.6286,0.4720,0.1183,0.0997,14.8393,0.4890,0.1152,0.1152,6.3323,0.2735,0.1438,0.0194,1.3903,0.0523,0.2033,0.0003,3.4036,0.1351,0.1661,0.0055
Emys_orbicularis_12,3611,1.7812,1.8591,500,0.9360,33580,4.8641,5.1268,3.7329,0.2312,0.0114,0.1010,0.0624,0.0000,8.2699,2.9407,24.4710,5.7019,0.2611,12.6512,0.1542,29.6915,0.6486,0.9716,0.1085,0.2891,52.5054,0.0000,1.1463,0.0790,0.3770,0.2413,0.0000,2.7182,1.3939,3.6057,4.5008,8.8073,1.3578,1.9637,17.2608,2.9785,0.7435,0.0316,1.7811,1.7718,1.7814,1.7798,1.7812,1.7807,1.7805,1.7813,1.7803,1.7800,1.7770,1.7659,1.7769,1.7801,1.7797,1.7801,1.7796,1.7776,1.7813,1.3274,1.1241,1.2561,0.6505,0.4591,0.6235,0.6098,0.5098,0.7076,0.4289,0.7868,0.3546,0.7113,0.5577,0.8803,1.1624,0.4463,0.7399,0.9296,8.6403,0.1018,1.0000,0.0363,0.2243,0.0000,5.0000,0.2000,0.1545,0.0136,10.0000,0.3884,0.1303,0.0537,1.3354,0.0477,0.2109,0.0000,13.5516,0.4647,0.1195,0.0997,14.7233,0.4847,0.1165,0.1163,5.7800,0.2390,0.1492,0.0166,1.3354,0.0477,0.2109,0.0000,3.5221,0.1318,0.1684,0.0080
Emys_orbicularis_13,3611,1.7862,1.8649,500,0.9360,33586,8.1493,3.1700,0.9140,0.2793,0.0044,0.1759,0.0465,0.0000,8.5666,2.4037,23.5560,7.0970,0.1214,12.5067,0.7841,30.3296,0.6801,0.6006,0.6147,0.2916,52.2066,0.0000,0.9685,0.0371,0.3111,0.1572,0.0000,1.2744,0.8939,3.6685,4.8517,9.6363,0.9820,2.1528,19.7657,2.0414,0.7222,0.0390,1.7869,1.7780,1.7869,1.7857,1.7862,1.7864,1.7857,1.7867,1.7867,1.7852,1.7830,1.7707,1.7815,1.7852,1.7845,1.7852,1.7855,1.7842,1.7867,1.3375,1.1295,1.2617,0.6585,0.4687,0.6214,0.6050,0.5181,0.7021,0.4273,0.7941,0.3619,0.7208,0.5548,0.8828,1.1622,0.4411,0.7388,0.9372,8.6372,0.1016,1.0000,0.0370,0.2214,0.0000,5.0000,0.2048,0.1534,0.0122,10.0000,0.3901,0.1297,0.0526,1.3815,0.0508,0.2069,0.0000,13.5673,0.4724,0.1191,0.1000,14.7135,0.4928,0.1162,0.1163,5.1938,0.2131,0.1520,0.0130,1.7632,0.0649,0.1961,0.0003,3.4316,0.1341,0.1678,0.0053
Emys_orbicularis_14,3611,1.7856,1.8637,500,0.9361,33585,4.8556,3.7774,3.6091,0.2601,0.0984,0.1777,0.0332,0.0000,7.5947,2.5060,23.3342,6.3448,0.2753,13.2552,1.6823,30.8419,0.5524,0.7877,0.0140,0.4125,54.2935,0.0000,1.3252,0.0000,0.2848,0.1863,0.0000,1.5499,0.5909,4.0767,6.0921,6.3831,2.1195,2.5764,16.3587,2.8465,0.8415,0.0625,1.7854,1.7762,1.7857,1.7842,1.7856,1.7849,1.7847,1.7857,1.7851,1.7852,1.7806,1.7680,1.7822,1.7836,1.7841,1.7846,1.7835,1.7818,1.7853,1.3390,1.1292,1.2650,0.6532,0.4673,0.6350,0.6317,0.5196,0.7087,0.4202,0.7918,0.3700,0.7226,0.5646,0.8935,1.1703,0.4488,0.7405,0.9440,8.6364,0.1015,1.0000,0.0366,0.2216,0.0000,5.0000,0.2048,0.1539,0.0108,10.0000,0.3869,0.1298,0.0551,1.4197,0.0527,0.2059,0.0000,13.5722,0.4650,0.1191,0.0997,14.7784,0.4891,0.1160,0.1160,5.1850,0.2124,0.1526,0.0108,1.4197,0.0527,0.2059,0.0000,3.4878,0.1339,0.1677,0.0058
Emys_orbicularis_15,3611,1.7882,1.8678,500,0.9362,33577,8.2600,3.6978,0.6768,0.0285,0.0020,0.1629,0.1022,0.0000,10.3945,3.0041,22.9435,5.5415,1.1259,11.2863,1.4542,30.0963,0.4921,0.5909,0.1406,0.2875,52.0372,0.0000,1.2771,0.0174,0.4656,0.4734,0.0000,0.7915,1.7440,2.9909,4.7601,8.5588,1.2260,2.4603,19.8167,2.2114,0.8273,0.0550,1.7880,1.7795,1.7885,1.7871,1.7883,1.7875,1.7878,1.7886,1.7882,1.7873,1.7850,1.7748,1.7838,1.7866,1.7869,1.7877,1.7862,1.7845,1.7884,1.3445,1.1340,1.2714,0.6444,0.4587,0.6381,0.6196,0.5083,0.7096,0.4182,0.7999,0.3660,0.7257,0.5717,0.8923,1.1764,0.4562,0.7498,0.9445,8.6340,0.1014,1.0000,0.0370,0.2188,0.0000,5.0000,0.2101,0.1530,0.0100,10.0000,0.3923,0.1297,0.0534,1.1522,0.0427,0.2126,0.0000,13.8235,0.4741,0.1185,0.1000,14.8971,0.4929,0.1158,0.1160,4.9048,0.2060,0.1537,0.0075,1.6880,0.0647,0.1960,0.0006,3.4024,0.1353,0.1673,0.0039
Emys_orbicularis_16,3611,1.7812,1.8569,500,0.9358,33580,5.1907,3.0574,3.6491,0.2165,0.0018,0.0826,0.0900,0.0000,8.5909,2.8640,24.6246,5.7539,0.1125,12.4974,1.5806,30.0631,0.5282,0.8125,0.2843,0.0504,43.4133,0.0000,0.8067,0.0279,0.3588,0.4465,0.0000,2.3266,1.5085,3.0745,5.4195,9.8171,1.0378,3.4835,25.8287,1.6618,0.7207,0.0179,1.7805,1.7723,1.7809,1.7803,1.7811,1.7805,1.7799,1.7808,1.7802,1.7799,1.7768,1.7662,1.7755,1.7794,1.7788,1.7790,1.7800,1.7770,1.7810,1.3355,1.1228,1.2631,0.6494,0.4622,0.6261,0.6115,0.5097,0.7063,0.4237,0.7862,0.3527,0.7159,0.5599,0.8809,1.1661,0.4395,0.7432,0.9367,8.6418,0.1020,1.0000,0.0366,0.2239,0.0000,5.0000,0.2012,0.1547,0.0130,10.0000,0.3905,0.1306,0.0534,1.6528,0.0601,0.2013,0.0000,13.6725,0.4692,0.1196,0.0997,15.0272,0.4919,0.1161,0.1160,5.5954,0.2287,0.1506,0.0163,1.6528,0.0601,0.2013,0.0000,3.5180,0.1335,0.1686,0.0078
Emys_orbicularis_17,3611,1.7812,1.8581,500,0.9358,33585,5.9404,2.7948,1.2677,0.0519,0.0028,2.2385,1.6169,0.0000,4.7938,2.9181,26.7456,5.8703,0.0718,13.8865,0.8492,29.7440,0.3933,0.6877,0.1266,0.2664,55.9035,0.0000,1.0770,0.0155,0.3114,0.2954,0.0000,1.6957,1.4656,3.0791,5.8230,6.7915,1.6445,2.0752,17.1749,1.4586,0.7331,0.1897,1.7809,1.7710,1.7812,1.7804,1.7807,1.7799,1.7792,1.7808,1.7804,1.7801,1.7763,1.7647,1.7764,1.7794,1.7794,1.7798,1.7797,1.7780,1.7799,1.3334,1.1204,1.2619,0.6488,0.4680,0.6283,0.6138,0.5162,0.7009,0.4158,0.8023,0.3577,0.7212,0.5688,0.8825,1.1680,0.4583,0.7418,0.9408,8.6419,0.1019,1.0000,0.0359,0.2250,0.0000,5.0000,0.1981,0.1549,0.0116,10.0000,0.3856,0.1303,0.0537,1.8261,0.0665,0.1976,0.0000,13.7425,0.4694,0.1191,0.0997,14.8432,0.4854,0.1162,0.1166,5.1257,0.2050,0.1539,0.0122,1.7827,0.0652,0.1987,0.0000,3.5530,0.1321,0.1686,0.0050
Emys_orbicularis_18,3611,1.7825,1.8613,500,0.9358,33581,4.8406,3.6711,3.6260,0.2384,0.0036,0.1413,0.3732,0.0000,7.3724,2.6357,23.8693,6.3446,0.0925,13.1423,1.5503,31.0553,0.3550,0.6113,0.0770,0.2368,47.0838,0.0000,0.9425,0.0204,0.6412,0.4497,0.0000,2.1922,1.0493,3.6880,5.3781,6.6295,2.1344,2.6428,25.1301,1.1078,0.5923,0.0812,1.7823,1.7734,1.7816,1.7814,1.7826,1.7818,1.7812,1.7821,1.7819,1.7823,1.7778,1.7668,1.7797,1.7794,1.7812,1.7804,1.7823,1.7799,1.7822,1.3367,1.1279,1.2619,0.6479,0.4632,0.6380,0.6381,0.5132,0.7161,0.4198,0.7907,0.3645,0.7104,0.5573,0.8825,1.1749,0.4452,0.7450,0.9548,8.6395,0.1018,1.0000,0.0375,0.2220,0.0000,5.0000,0.2034,0.1537,0.0125,10.0000,0.3954,0.1302,0.0537,1.3294,0.0491,0.2094,0.0000,13.2476,0.4605,0.1204,0.1000,14.8558,0.4921,0.1162,0.1163,5.3308,0.2205,0.1514,0.0136,1.3294,0.0491,0.2094,0.0000,3.4562,0.1307,0.1682,0.0058
Emys_orbicularis_19,3611,1.7778,1.8562,500,0.9357,33581,5.3044,3.2177,4.3081,0.3224,0.0067,0.3980,0.1167,0.0000,8.4010,2.1720,24.5085,5.3972,0.3963,13.4395,1.2919,29.2313,0.4456,0.8218,0.2208,0.4273,49.0919,0.0000,1.7339,0.0332,0.2664,0.4985,0.0000,0.3535,0.9051,3.9902,5.1712,9.0401,1.4753,3.1137,21.0600,2.1274,0.6588,0.0533,1.7781,1.7699,1.7780,1.7769,1.7785,1.7779,1.7763,1.7779,1.7785,1.7771,1.7739,1.7618,1.7742,1.7764,1.7758,1.7771,1.7771,1.7753,1.7781,1.3383,1.1189,1.2659,0.6486,0.4698,0.6302,0.6320,0.5189,0.7084,0.4195,0.7881,0.3593,0.7105,0.5640,0.8782,1.1766,0.4499,0.7427,0.9560,8.6436,0.1022,1.0000,0.0370,0.2238,0.0000,5.0000,0.1998,0.1551,0.0080,10.0000,0.3842,0.1306,0.0568,1.1835,0.0435,0.2162,0.0000,13.2594,0.4570,0.1206,0.1000,14.8171,0.4869,0.1165,0.1166,5.0170,0.2014,0.1550,0.0080,1.5060,0.0560,0.2054,0.0003,3.5304,0.1358,0.1689,0.0055
Emys_orbicularis (average),3611.0000,1.7819,1.8595,500.0000,0.9358,33583.7500,5.8448,3.7006,2.7381,0.1850,0.0194,0.2562,0.3270,0.0389,7.9661,2.7006,24.5524,5.9501,0.3348,12.6101,1.6165,29.7418,0.4775,0.6685,0.2717,0.2342,49.6829,0.0000,1.1988,0.0296,0.3363,0.3096,0.0097,1.7516,1.1391,3.6499,5.4262,7.9509,1.6094,2.5522,21.5692,1.7663,0.7363,0.0480,1.7817,1.7730,1.7818,1.7808,1.7818,1.7813,1.7807,1.7818,1.7813,1.7810,1.7774,1.7659,1.7777,1.7798,1.7802,1.7805,1.7808,1.7786,1.7817,1.3338,1.1237,1.2612,0.6497,0.4650,0.6288,0.6198,0.5139,0.7078,0.4195,0.7938,0.3650,0.7178,0.5623,0.8883,1.1657,0.4483,0.7434,0.9396,8.6404,0.1019,1.0000,0.0368,0.2232,0.0000,5.0000,0.2020,0.1544,0.0117,10.0000,0.3876,0.1303,0.0549,1.3141,0.0481,0.2117,0.0000,13.5347,0.4661,0.1196,0.0997,14.8297,0.4887,0.1163,0.1163,5.3613,0.2194,0.1519,0.0130,1.5745,0.0579,0.2030,0.0002,3.5008,0.1331,0.1684,0.0062
