Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Trachemys_scripta_scripta_10,1641,2.3629,2.4672,500,0.9671,31629,0.5904,0.7803,0.0097,0.2304,0.3604,13.4664,0.0842,0.4634,31.8999,1.5948,16.3597,0.7493,3.9093,11.0635,13.2407,0.3079,2.1151,1.5468,1.2279,0.0000,43.0784,0.4734,1.9521,2.9500,0.0484,0.3873,0.3883,18.8909,2.7066,11.0285,0.4690,2.5481,1.6651,9.0506,0.0000,0.1271,0.5473,3.6890,2.3619,2.3526,2.3652,2.3616,2.3645,2.3667,2.3597,2.3636,2.3520,2.3568,2.3575,2.3583,2.3514,2.3583,2.3498,2.3633,2.3658,2.3618,2.3503,1.4383,1.1261,1.3911,1.3540,1.1305,1.5578,0.9095,1.1781,1.5974,0.9505,1.6059,0.5769,1.1588,0.7640,1.2063,1.2535,0.4711,0.6160,1.1648,8.0072,0.0556,1.0000,0.0133,0.1894,0.0018,5.0000,0.1094,0.0968,0.0329,10.0000,0.2492,0.0709,0.0615,0.1695,0.0020,0.3287,0.0000,14.6865,0.4227,0.0596,0.0987,11.0867,0.2833,0.0676,0.0676,8.6848,0.2057,0.0758,0.0494,1.1420,0.0155,0.1801,0.0018,5.2396,0.1157,0.0949,0.0353
Trachemys_scripta_scripta_11,1641,2.3937,2.4915,500,0.9675,31620,0.0027,2.7848,0.4130,0.4373,0.3172,25.6713,0.0605,0.3222,22.2243,0.5545,16.3903,0.1182,3.8244,13.0494,12.3157,0.0275,0.3039,0.3109,0.8720,0.0172,59.6324,0.6995,1.5275,0.3119,0.1192,0.4235,1.1155,12.1513,1.9432,9.8244,0.3427,2.9924,3.1012,3.5420,0.0193,0.0000,0.3251,1.9116,2.3951,2.3848,2.3944,2.3933,2.3946,2.3968,2.3908,2.3947,2.3848,2.3903,2.3846,2.3918,2.3852,2.3903,2.3889,2.3946,2.3953,2.3922,2.3816,1.4715,1.1286,1.4295,1.3823,1.1608,1.6242,0.9918,1.2155,1.6525,0.9687,1.6407,0.6058,1.1884,0.7823,1.1836,1.2954,0.5048,0.6025,1.1655,7.9720,0.0540,1.0000,0.0135,0.1748,0.0037,5.0000,0.1172,0.0903,0.0341,10.0000,0.2677,0.0676,0.0615,0.0819,0.0009,0.3651,0.0000,14.7609,0.4606,0.0577,0.0993,10.6703,0.2923,0.0658,0.0658,7.9707,0.2061,0.0746,0.0439,1.4358,0.0208,0.1513,0.0055,4.8239,0.1138,0.0917,0.0311
Trachemys_scripta_scripta_12,1641,2.3804,2.4972,500,0.9680,31630,1.7680,1.5168,0.0081,0.4288,0.0075,20.1480,0.1267,0.6826,32.7712,1.5708,8.7532,0.6260,2.0144,11.8705,11.8950,2.2887,2.0370,0.5597,0.9268,0.7107,46.8227,0.1398,0.9887,0.1097,0.0302,0.9652,3.4637,25.1878,2.9962,7.9971,0.6769,1.4465,1.7637,4.1403,0.1589,0.0731,0.2792,2.0495,2.3819,2.3698,2.3814,2.3789,2.3792,2.3804,2.3709,2.3814,2.3723,2.3773,2.3751,2.3770,2.3680,2.3741,2.3729,2.3798,2.3855,2.3790,2.3725,1.4701,1.1416,1.4243,1.3924,1.1385,1.6071,0.9607,1.1976,1.6500,0.9952,1.6294,0.6103,1.1707,0.7832,1.2101,1.2917,0.5032,0.6258,1.1834,7.9938,0.0549,1.0000,0.0147,0.1842,0.0043,5.0000,0.1041,0.0952,0.0238,10.0000,0.2565,0.0695,0.0567,0.3282,0.0044,0.2581,0.0000,14.4386,0.4115,0.0591,0.0999,11.3327,0.3054,0.0657,0.0658,4.4696,0.0893,0.1001,0.0177,1.9265,0.0304,0.1439,0.0043,5.1845,0.1087,0.0936,0.0286
Trachemys_scripta_scripta_13,1641,2.3926,2.4995,500,0.9678,31621,0.0034,3.7035,0.0198,0.2765,0.1969,16.9819,0.1021,0.4248,35.2213,1.2757,11.2629,1.8550,1.6280,10.8293,12.2173,0.7464,1.6328,0.3798,1.2427,0.0113,58.4817,0.2772,1.4107,0.5685,0.0819,0.3305,1.1638,17.5938,1.9962,7.6446,0.8285,1.4065,0.8164,5.3676,0.0179,0.0301,0.3588,1.6140,2.3940,2.3813,2.3956,2.3897,2.3899,2.3921,2.3892,2.3945,2.3827,2.3876,2.3856,2.3872,2.3831,2.3888,2.3819,2.3923,2.3941,2.3920,2.3853,1.4682,1.1550,1.4147,1.4081,1.1488,1.6202,0.9406,1.2061,1.6625,1.0041,1.6443,0.6257,1.1873,0.7781,1.2249,1.2795,0.4908,0.6305,1.1782,7.9755,0.0539,1.0000,0.0130,0.1850,0.0043,5.0000,0.1066,0.0925,0.0341,10.0000,0.2590,0.0675,0.0548,0.3571,0.0040,0.2640,0.0000,15.2233,0.4727,0.0568,0.0993,10.9320,0.3016,0.0649,0.0652,7.7676,0.1855,0.0759,0.0445,1.6664,0.0238,0.1506,0.0049,5.0742,0.1089,0.0920,0.0341
Trachemys_scripta_scripta_14,1641,2.4015,2.5058,500,0.9681,31627,0.4698,1.3770,0.0096,0.3113,0.0103,23.3308,0.0508,0.5660,30.5306,0.6537,10.3572,1.5503,1.9242,11.5777,13.8750,0.8436,1.2645,0.2771,1.0206,0.0000,46.7697,0.1390,1.4884,0.1995,0.1466,0.2372,5.7998,22.1476,2.1575,8.2421,0.5670,2.6001,3.8536,2.4598,0.4896,0.0164,0.1919,2.4942,2.4042,2.3907,2.4005,2.4008,2.4023,2.4038,2.3991,2.4014,2.3912,2.3964,2.3962,2.3970,2.3928,2.3981,2.3935,2.4026,2.4045,2.4027,2.3928,1.4528,1.1506,1.4103,1.4116,1.1443,1.6464,0.9884,1.2027,1.6823,1.0141,1.6406,0.5883,1.2032,0.7906,1.2220,1.2761,0.4842,0.6407,1.1901,7.9602,0.0534,1.0000,0.0150,0.1694,0.0037,5.0000,0.1146,0.0892,0.0335,10.0000,0.2762,0.0665,0.0591,0.4621,0.0060,0.2195,0.0000,14.6303,0.4706,0.0575,0.0993,10.7449,0.3096,0.0646,0.0646,6.3047,0.1535,0.0809,0.0402,1.5166,0.0237,0.1448,0.0061,4.8241,0.1094,0.0906,0.0335
Trachemys_scripta_scripta_15,1641,2.4062,2.5170,500,0.9684,31622,1.0187,2.6073,0.0229,0.3471,0.3663,23.0866,0.0540,0.1434,30.0419,0.7185,10.9459,3.0481,0.5734,11.3437,12.0947,0.9083,1.3249,0.1442,1.2103,0.7402,42.2030,0.4198,1.7160,3.2419,0.1067,0.4557,0.0241,26.5906,2.8864,7.9678,1.7485,1.9748,1.3081,5.5368,0.2513,0.3975,0.3965,2.0343,2.4093,2.3985,2.4103,2.4062,2.4045,2.4067,2.4050,2.4079,2.3956,2.4050,2.4025,2.4041,2.4011,2.4070,2.3980,2.4072,2.4095,2.4079,2.3992,1.4665,1.1537,1.4221,1.4124,1.1464,1.6422,0.9766,1.1987,1.6795,1.0309,1.6440,0.6228,1.1958,0.7979,1.2313,1.2893,0.5117,0.6451,1.2031,7.9559,0.0530,1.0000,0.0146,0.1730,0.0030,5.0000,0.1098,0.0903,0.0305,10.0000,0.2750,0.0663,0.0561,0.0890,0.0010,0.3485,0.0000,14.3378,0.4495,0.0575,0.0999,10.9993,0.3197,0.0638,0.0640,3.9926,0.0827,0.0993,0.0165,1.6079,0.0248,0.1450,0.0043,5.0152,0.1101,0.0902,0.0305
Trachemys_scripta_scripta_16,1641,2.3853,2.4833,500,0.9672,31628,2.5308,1.3850,0.0037,0.4731,0.6469,15.1289,0.0718,0.0510,30.6795,1.2069,16.4778,1.3202,2.9913,12.7105,11.8771,0.3715,0.8405,0.1646,1.0689,1.0669,58.3051,0.0000,1.5822,2.4900,0.0758,0.2350,0.1769,14.7518,1.7149,6.8202,0.6041,2.3884,3.4614,4.0172,0.2781,0.0000,0.2943,1.7377,2.3891,2.3780,2.3901,2.3864,2.3882,2.3895,2.3877,2.3874,2.3810,2.3863,2.3821,2.3885,2.3797,2.3817,2.3792,2.3890,2.3908,2.3894,2.3818,1.4389,1.1367,1.3854,1.3815,1.1476,1.5932,0.9217,1.1956,1.6352,0.9841,1.6335,0.6154,1.1527,0.7590,1.2083,1.2562,0.4857,0.6332,1.1684,7.9894,0.0548,1.0000,0.0134,0.1812,0.0055,5.0000,0.1152,0.0923,0.0274,10.0000,0.2659,0.0688,0.0573,0.0862,0.0010,0.3786,0.0000,15.1578,0.4674,0.0580,0.0999,11.0695,0.3056,0.0658,0.0658,7.9522,0.2035,0.0760,0.0420,1.1680,0.0160,0.1706,0.0055,4.8827,0.1114,0.0932,0.0274
Trachemys_scripta_scripta_17,1641,2.3784,2.4876,500,0.9678,31628,0.6166,1.1573,0.0668,0.1678,0.3675,13.6078,0.0338,0.2984,43.2730,0.9477,7.1524,0.8615,3.7555,12.4885,12.1432,0.3237,0.7359,0.3910,1.6116,0.0380,50.6891,1.2908,1.2642,0.9844,0.6438,0.0717,0.3637,19.9802,1.6460,10.5426,0.7343,1.5601,4.1131,3.2780,0.1808,0.0327,0.4736,2.1128,2.3789,2.3707,2.3828,2.3786,2.3786,2.3761,2.3784,2.3788,2.3667,2.3725,2.3718,2.3710,2.3750,2.3747,2.3712,2.3791,2.3787,2.3795,2.3705,1.4539,1.1388,1.4158,1.3970,1.1377,1.6227,0.9678,1.1944,1.6663,1.0128,1.6006,0.6013,1.2102,0.7930,1.2098,1.2784,0.4860,0.6202,1.1720,7.9882,0.0546,1.0000,0.0141,0.1825,0.0006,5.0000,0.1038,0.0944,0.0293,10.0000,0.2547,0.0689,0.0652,0.9233,0.0128,0.1877,0.0000,14.4619,0.4471,0.0588,0.0987,10.6103,0.2741,0.0670,0.0670,4.4051,0.0877,0.1000,0.0207,1.2716,0.0187,0.1670,0.0018,5.1631,0.1080,0.0931,0.0317
Trachemys_scripta_scripta_18,1641,2.3976,2.5016,500,0.9678,31631,0.0060,0.6517,0.9091,0.4390,0.0074,23.3360,0.1043,0.7302,34.3920,1.8061,6.7045,1.3260,2.0230,12.3109,11.7573,0.6238,1.4298,0.7846,0.6582,0.0310,40.6815,0.1129,1.2190,0.0140,0.1645,0.6188,1.9664,37.3347,3.1125,5.0916,0.6121,2.2577,1.4788,3.0113,0.1094,0.0000,0.1705,2.0133,2.3975,2.3874,2.3978,2.3949,2.3949,2.3964,2.3935,2.3964,2.3846,2.3927,2.3907,2.3939,2.3855,2.3912,2.3891,2.3964,2.3984,2.3960,2.3886,1.4648,1.1534,1.4230,1.4360,1.1714,1.6660,0.9753,1.2275,1.7012,1.0402,1.6552,0.6016,1.2050,0.8085,1.2231,1.2865,0.5067,0.6415,1.2110,7.9714,0.0537,1.0000,0.0129,0.1840,0.0043,5.0000,0.1007,0.0924,0.0293,10.0000,0.2568,0.0668,0.0634,0.4598,0.0056,0.2407,0.0000,14.4427,0.4596,0.0575,0.0981,10.2640,0.2707,0.0660,0.0658,5.1767,0.1065,0.0909,0.0293,1.4594,0.0204,0.1585,0.0043,5.1034,0.1044,0.0916,0.0293
Trachemys_scripta_scripta_19,1641,2.3932,2.5048,500,0.9681,31630,0.9315,1.2316,3.1943,0.1520,0.5443,18.5236,0.1154,0.4821,33.4696,1.2882,10.3731,0.6367,1.9528,10.5028,10.3758,3.1707,1.0541,1.1218,0.8796,0.0000,57.1524,0.0047,1.0037,5.1195,0.0087,0.5135,0.1273,16.8809,2.4124,6.7553,0.5381,1.6107,1.3205,3.1341,0.6129,0.0043,0.3513,2.4496,2.3911,2.3804,2.3902,2.3874,2.3906,2.3932,2.3844,2.3882,2.3788,2.3869,2.3856,2.3878,2.3800,2.3855,2.3842,2.3907,2.3908,2.3899,2.3794,1.4488,1.1284,1.4018,1.3830,1.1500,1.6055,0.9655,1.2013,1.6481,0.9908,1.6099,0.5911,1.1609,0.7621,1.2011,1.2689,0.4783,0.6354,1.1858,7.9713,0.0539,1.0000,0.0146,0.1720,0.0006,5.0000,0.1132,0.0910,0.0286,10.0000,0.2734,0.0675,0.0597,0.1577,0.0019,0.3039,0.0000,14.8604,0.4744,0.0577,0.0993,10.8358,0.3039,0.0653,0.0658,5.2380,0.1205,0.0893,0.0286,1.3472,0.0207,0.1538,0.0006,4.9316,0.1120,0.0916,0.0268
Trachemys_scripta_scripta (average),1641.0000,2.3889,2.4949,500.0000,0.9677,31626.8500,0.8439,1.6326,0.4801,0.3679,0.3537,20.2234,0.1008,0.3853,32.0132,1.0618,10.8868,1.2395,2.0898,11.7998,12.5422,1.0539,1.2206,0.5077,1.1970,0.3755,49.7721,0.3457,1.5407,1.7548,0.2138,0.3463,0.8976,21.2834,2.3249,8.3600,0.7084,2.2080,2.4456,4.4859,0.2658,0.0581,0.3347,2.2785,2.3900,2.3782,2.3907,2.3876,2.3888,2.3900,2.3866,2.3890,2.3792,2.3850,2.3831,2.3850,2.3800,2.3848,2.3797,2.3896,2.3910,2.3891,2.3802,1.4562,1.1396,1.4114,1.3908,1.1466,1.6175,0.9589,1.1988,1.6565,0.9960,1.6270,0.6018,1.1829,0.7812,1.2089,1.2778,0.4911,0.6303,1.1816,7.9808,0.0543,1.0000,0.0139,0.1803,0.0032,5.0000,0.1096,0.0926,0.0302,10.0000,0.2628,0.0682,0.0575,0.2680,0.0033,0.3052,0.0000,14.8438,0.4600,0.0579,0.0994,11.0399,0.3048,0.0653,0.0654,6.5339,0.1547,0.0840,0.0351,1.4144,0.0208,0.1587,0.0039,5.0212,0.1103,0.0925,0.0304
