Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Trachemys_scripta_scripta_10,1514,2.4906,2.6032,500,0.9707,31506,0.0059,4.0544,3.3900,0.4111,0.0000,48.5744,0.4042,0.5744,11.1958,0.6693,2.7074,0.3981,4.7261,9.0249,7.9148,2.6655,1.7982,0.6653,0.8202,2.2077,11.5672,2.2192,2.8395,0.0000,16.0505,2.4444,0.3756,4.0196,1.9276,24.9519,1.8550,1.8949,2.8622,8.7458,11.1297,0.0906,0.6653,4.1535,2.4897,2.4819,2.4889,2.4863,2.4880,2.4861,2.4827,2.4864,2.4828,2.4861,2.4796,2.4797,2.4809,2.4857,2.4838,2.4875,2.4904,2.4848,2.4823,1.4421,1.1480,1.3954,1.5016,1.2163,1.7654,0.9579,1.2633,1.7714,1.1194,1.6850,0.6647,1.2116,0.7903,1.2448,1.2616,0.4831,0.6836,1.2258,7.8683,0.0485,1.0000,0.0127,0.1754,0.0013,5.0000,0.0870,0.0853,0.0343,10.0000,0.2556,0.0596,0.0627,0.2478,0.0026,0.2763,0.0000,14.3649,0.4800,0.0512,0.0997,9.6961,0.2454,0.0605,0.0608,5.8458,0.1090,0.0785,0.0363,1.2562,0.0167,0.1610,0.0013,5.2767,0.0931,0.0829,0.0357
Trachemys_scripta_scripta_11,1514,2.4712,2.5853,500,0.9700,31493,0.0006,1.9094,2.2873,0.6287,0.0323,57.6191,0.3692,0.4425,3.2294,0.5949,3.9588,2.0926,0.6277,11.4915,11.4516,0.1231,1.2475,0.8268,1.0668,0.1951,13.0563,0.1018,2.5971,0.1439,22.2473,1.4639,0.8376,0.3621,0.4580,26.2167,1.4735,0.9236,4.6424,10.4895,7.3899,0.0483,0.4589,6.8942,2.4721,2.4623,2.4723,2.4676,2.4703,2.4637,2.4662,2.4675,2.4712,2.4716,2.4552,2.4634,2.4656,2.4667,2.4637,2.4712,2.4718,2.4702,2.4585,1.4435,1.1358,1.3981,1.4977,1.1990,1.7780,1.0227,1.2551,1.7818,1.1217,1.6871,0.6510,1.2043,0.7832,1.2169,1.2685,0.4824,0.6614,1.2164,7.8923,0.0494,1.0000,0.0120,0.1893,0.0059,5.0000,0.0796,0.0913,0.0291,10.0000,0.2226,0.0615,0.0608,0.2584,0.0025,0.2964,0.0000,15.0011,0.4821,0.0509,0.0997,10.1222,0.2266,0.0611,0.0608,7.6050,0.1467,0.0717,0.0469,1.4361,0.0185,0.1647,0.0059,5.6726,0.0926,0.0850,0.0370
Trachemys_scripta_scripta_12,1514,2.4838,2.6032,500,0.9706,31503,1.6272,3.0727,0.0078,0.5828,0.2681,56.4359,0.1083,0.0188,4.0013,1.0645,3.6019,2.8033,0.9892,13.4048,10.5697,0.3863,0.0888,0.4506,0.5180,1.0189,26.7785,0.1154,2.8850,0.0445,14.2591,1.5280,0.2002,0.9006,1.2742,18.5966,2.1391,0.7679,12.8527,5.4525,7.3523,0.0863,0.4716,3.2766,2.4847,2.4773,2.4844,2.4829,2.4845,2.4813,2.4772,2.4865,2.4818,2.4821,2.4797,2.4796,2.4771,2.4790,2.4815,2.4843,2.4869,2.4841,2.4767,1.4377,1.1337,1.3956,1.5180,1.2190,1.7716,1.0046,1.2700,1.7834,1.1165,1.6726,0.6516,1.2119,0.7865,1.2182,1.2629,0.4874,0.6601,1.2135,7.8826,0.0491,1.0000,0.0114,0.1852,0.0026,5.0000,0.0825,0.0876,0.0317,10.0000,0.2541,0.0603,0.0561,0.1320,0.0013,0.3512,0.0000,14.7227,0.4800,0.0512,0.0997,10.5987,0.2806,0.0588,0.0588,4.2631,0.0692,0.0955,0.0185,1.6362,0.0209,0.1512,0.0053,5.3745,0.0911,0.0841,0.0357
Trachemys_scripta_scripta_13,1514,2.5080,2.6152,500,0.9710,31507,1.0597,0.7507,0.0872,0.7861,0.0093,56.6240,0.1626,0.4460,7.0257,1.4688,2.4950,2.8102,0.6158,12.0745,10.6718,1.2619,0.9888,0.0994,0.5626,44.8181,3.4336,0.2171,1.3285,0.1173,24.5086,1.3421,0.4103,0.1240,1.2807,14.3238,1.6062,0.7246,1.5726,0.7288,0.8439,0.0000,0.4058,2.2139,2.5078,2.5002,2.5083,2.5034,2.5057,2.5010,2.4998,2.5057,2.5082,2.5056,2.4960,2.4958,2.5028,2.5062,2.5045,2.5066,2.5084,2.5051,2.5006,1.4602,1.1520,1.4261,1.5653,1.2510,1.8587,1.0659,1.3069,1.8646,1.1821,1.7611,0.6593,1.2247,0.8128,1.2415,1.3025,0.5192,0.6784,1.2354,7.8583,0.0480,1.0000,0.0115,0.1750,0.0033,5.0000,0.0898,0.0837,0.0251,10.0000,0.2547,0.0590,0.0661,0.2270,0.0024,0.2919,0.0000,13.9058,0.4608,0.0512,0.0991,9.4025,0.2300,0.0608,0.0608,4.8901,0.0875,0.0846,0.0231,1.7454,0.0229,0.1386,0.0046,5.1894,0.0958,0.0821,0.0284
Trachemys_scripta_scripta_14,1514,2.5207,2.6170,500,0.9705,31505,0.0000,0.4646,3.7511,0.8179,0.0151,55.4944,0.1094,0.1075,7.1576,0.7486,3.3093,1.1332,2.2430,11.0950,10.5609,0.6864,0.1280,0.9780,1.1999,0.0000,29.4733,0.5908,3.2967,0.2481,15.4253,1.6113,0.1371,0.7313,1.4645,25.8005,1.0006,2.2775,3.7208,5.4916,3.5431,0.0118,0.5491,4.6268,2.5162,2.5096,2.5159,2.5101,2.5176,2.5159,2.5121,2.5197,2.5176,2.5153,2.5061,2.5153,2.5128,2.5147,2.5125,2.5171,2.5211,2.5150,2.5104,1.4566,1.1598,1.4156,1.5604,1.2459,1.8197,1.0485,1.2999,1.8312,1.1759,1.7676,0.6729,1.2339,0.8105,1.2559,1.2834,0.5125,0.6552,1.2359,7.8472,0.0475,1.0000,0.0117,0.1732,0.0046,5.0000,0.0878,0.0814,0.0297,10.0000,0.2806,0.0578,0.0548,0.1132,0.0010,0.3556,0.0000,13.9467,0.4890,0.0509,0.0997,10.3075,0.2937,0.0570,0.0568,8.1051,0.2005,0.0635,0.0436,1.1995,0.0145,0.1608,0.0046,5.0248,0.0887,0.0812,0.0297
Trachemys_scripta_scripta_15,1514,2.5055,2.6093,500,0.9705,31503,2.6443,0.1643,0.4552,0.3372,0.1295,50.7231,0.1168,0.1386,12.7257,0.5614,3.5748,1.5762,0.7699,12.6938,12.2137,0.2715,0.0077,0.3675,0.5287,2.2967,27.5781,0.7430,3.4230,0.3512,3.7663,1.7247,2.4279,5.8661,0.7553,22.4173,1.9243,0.8135,4.9105,2.2622,14.3755,0.0000,0.6692,3.6952,2.5065,2.4976,2.5050,2.5042,2.5031,2.5029,2.4974,2.5054,2.5033,2.5048,2.4955,2.5001,2.5041,2.5031,2.5016,2.5051,2.5070,2.5033,2.4992,1.4536,1.1661,1.4044,1.5536,1.2381,1.8411,1.0285,1.2995,1.8553,1.1806,1.7527,0.6722,1.2248,0.7913,1.2513,1.2727,0.4963,0.7149,1.2442,7.8572,0.0479,1.0000,0.0106,0.1838,0.0040,5.0000,0.0858,0.0828,0.0363,10.0000,0.2783,0.0585,0.0588,0.0911,0.0009,0.3888,0.0000,13.7960,0.4510,0.0514,0.0997,9.9258,0.2755,0.0587,0.0588,8.4633,0.2143,0.0629,0.0449,1.7327,0.0205,0.1434,0.0073,5.0940,0.0886,0.0820,0.0363
Trachemys_scripta_scripta_16,1514,2.5252,2.6322,500,0.9708,31506,0.0219,0.8731,2.0027,0.5055,0.3233,60.9482,0.2517,0.0951,5.1063,0.4233,1.1868,0.0411,2.2132,12.6918,10.5330,0.6534,0.4201,1.0835,0.6260,7.2981,23.0273,0.5587,3.5117,0.0000,6.6650,1.0649,0.6173,1.1493,0.5415,23.7165,0.4448,3.3391,17.9610,4.5616,0.4628,0.0132,0.2906,4.7766,2.5245,2.5118,2.5229,2.5209,2.5243,2.5220,2.5156,2.5219,2.5221,2.5216,2.5120,2.5224,2.5142,2.5199,2.5133,2.5240,2.5227,2.5237,2.5131,1.4580,1.1573,1.4152,1.5747,1.2773,1.8597,1.0842,1.3401,1.8707,1.1940,1.7484,0.6630,1.2416,0.7993,1.2525,1.2828,0.4997,0.6432,1.2442,7.8359,0.0470,1.0000,0.0109,0.1749,0.0066,5.0000,0.0814,0.0796,0.0304,10.0000,0.2943,0.0563,0.0575,0.1103,0.0010,0.3691,0.0000,13.4259,0.5017,0.0508,0.0997,9.8398,0.2887,0.0567,0.0568,5.5843,0.0985,0.0746,0.0304,2.1490,0.0283,0.1243,0.0079,4.9301,0.0803,0.0803,0.0297
Trachemys_scripta_scripta_17,1514,2.5102,2.6189,500,0.9708,31497,0.6027,2.9295,0.0000,0.5269,0.0034,42.0102,0.1191,0.3967,18.9492,0.7319,4.4847,0.6064,0.5337,11.6293,13.4263,0.4807,0.8325,0.5766,1.1601,0.4661,16.5019,0.0000,2.4257,0.0337,12.9305,1.5000,0.6411,0.4064,1.1781,24.4992,1.6001,1.2683,11.5361,4.4134,14.7548,0.2047,0.7037,4.9363,2.5121,2.5035,2.5131,2.5105,2.5143,2.5101,2.5095,2.5148,2.5091,2.5117,2.5021,2.5080,2.5085,2.5085,2.5060,2.5134,2.5154,2.5123,2.4999,1.4267,1.1547,1.3797,1.5348,1.2240,1.7909,0.9927,1.2813,1.8061,1.1708,1.7146,0.6427,1.1910,0.7822,1.2468,1.2491,0.4768,0.6868,1.2483,7.8667,0.0484,1.0000,0.0107,0.1845,0.0040,5.0000,0.0841,0.0838,0.0330,10.0000,0.2736,0.0588,0.0548,0.0780,0.0008,0.3998,0.0000,14.5642,0.4950,0.0508,0.0997,10.6677,0.3034,0.0572,0.0575,9.3823,0.2507,0.0605,0.0469,2.2615,0.0291,0.1276,0.0066,5.1085,0.0859,0.0828,0.0330
Trachemys_scripta_scripta_18,1514,2.5174,2.6185,500,0.9707,31506,0.7159,1.6863,0.0152,0.5939,0.0392,49.9004,0.1195,0.2480,12.1585,0.8095,3.8781,1.3797,0.5289,11.7873,13.0347,0.8804,0.7595,0.4471,1.0178,0.8412,14.3023,0.2983,2.7519,0.8396,12.6864,2.2993,1.4000,0.8990,0.8184,33.7751,1.6239,1.1306,4.1103,10.4621,8.1744,0.0080,0.5993,2.9798,2.5185,2.5075,2.5173,2.5161,2.5171,2.5158,2.5099,2.5185,2.5143,2.5154,2.5083,2.5149,2.5105,2.5147,2.5126,2.5167,2.5186,2.5148,2.5103,1.4492,1.1533,1.4055,1.5537,1.2408,1.8223,1.0423,1.2999,1.8402,1.1748,1.7519,0.6752,1.1986,0.7962,1.2408,1.2822,0.5085,0.6698,1.2259,7.8437,0.0475,1.0000,0.0111,0.1724,0.0046,5.0000,0.0941,0.0793,0.0370,10.0000,0.2942,0.0576,0.0515,0.0728,0.0008,0.3854,0.0000,14.0531,0.5019,0.0510,0.0997,10.6105,0.3228,0.0563,0.0561,8.9619,0.2514,0.0603,0.0462,1.2301,0.0140,0.1575,0.0053,4.8163,0.0894,0.0809,0.0363
Trachemys_scripta_scripta_19,1514,2.5227,2.6265,500,0.9710,31493,1.3345,0.2898,2.3985,0.7554,0.0345,43.9838,0.0754,0.5962,18.6812,1.5286,1.6330,2.4530,3.0958,11.0387,8.2895,2.5240,0.0087,0.6808,0.5987,1.4541,4.9278,0.0000,3.6552,0.4061,1.7329,1.7931,1.9900,7.0344,0.4794,26.2726,1.8708,0.7482,9.0774,32.5877,3.4345,0.0325,0.5796,1.9235,2.5246,2.5193,2.5248,2.5210,2.5249,2.5242,2.5184,2.5275,2.5230,2.5230,2.5112,2.5241,2.5175,2.5212,2.5173,2.5235,2.5242,2.5211,2.5217,1.4706,1.1781,1.4201,1.5696,1.2425,1.8265,1.0174,1.2991,1.8401,1.1727,1.7488,0.7035,1.2282,0.8085,1.2673,1.2953,0.5173,0.6966,1.2076,7.8400,0.0473,1.0000,0.0112,0.1695,0.0046,5.0000,0.0941,0.0787,0.0396,10.0000,0.3105,0.0574,0.0542,0.0224,0.0003,0.4615,0.0000,14.1733,0.4942,0.0509,0.0991,10.3972,0.3281,0.0566,0.0568,8.7562,0.2470,0.0606,0.0443,1.2684,0.0151,0.1530,0.0046,4.7678,0.0883,0.0807,0.0363
Trachemys_scripta_scripta (average),1514.0000,2.5040,2.6116,500.0000,0.9706,31501.4500,0.6229,1.5759,1.3974,0.6847,0.0839,52.6704,0.1528,0.3424,8.3326,1.0090,4.2047,1.4765,1.6173,11.6942,11.1771,0.9564,0.6055,0.5647,0.8317,4.0066,16.9528,0.3909,2.9205,0.2424,13.4289,1.6676,0.9819,2.0430,1.2186,23.7715,1.4430,1.6647,8.1337,9.9733,6.4154,0.0885,0.5537,4.1029,2.5042,2.4962,2.5042,2.5005,2.5034,2.5010,2.4976,2.5041,2.5029,2.5025,2.4934,2.4999,2.4981,2.5001,2.4979,2.5038,2.5057,2.5024,2.4957,1.4537,1.1571,1.4076,1.5374,1.2345,1.8047,1.0223,1.2901,1.8160,1.1602,1.7309,0.6662,1.2158,0.7967,1.2471,1.2770,0.4986,0.6722,1.2340,7.8612,0.0481,1.0000,0.0115,0.1787,0.0042,5.0000,0.0859,0.0839,0.0317,10.0000,0.2691,0.0588,0.0571,0.2232,0.0023,0.3243,0.0000,14.2647,0.4852,0.0510,0.0994,10.2173,0.2792,0.0583,0.0584,7.1532,0.1613,0.0712,0.0376,1.4341,0.0179,0.1556,0.0050,5.1721,0.0897,0.0824,0.0329
