species,lat,lon
Emys orbicularis,40.599998,-4
Emys orbicularis,40.599998,-3.89
Emys orbicularis,40.599998,-3.77
Emys orbicularis,40.599998,-4.24
Emys orbicularis,40.599998,-4.12
Emys orbicularis,40.6,-4.24
Emys orbicularis,40.6,-3.77
Emys orbicularis,40.6,-3.89
Emys orbicularis,40.6,-4
Emys orbicularis,40.6,-4.12
Emys orbicularis,40.602291,23.053535
Emys orbicularis,40.605454,15.113312
Emys orbicularis,40.61,-3.41
Emys orbicularis,40.610001,-3.41
Emys orbicularis,40.616243,19.399214
Emys orbicularis,40.63,19.38
Emys orbicularis,40.63,22.83
Emys orbicularis,40.632012,9.474871
Emys orbicularis,40.632532,17.70653
Emys orbicularis,40.633997,21.533942
Emys orbicularis,40.635406,19.468516
Emys orbicularis,40.64617,-6.868373
Emys orbicularis,40.647418,9.529045
Emys orbicularis,40.648648,22.037035
Emys orbicularis,40.649546,-3.887768
Emys orbicularis,40.65593,17.938648
Emys orbicularis,40.66,-6.1
Emys orbicularis,40.66,-6.1
Emys orbicularis,40.660964,22.179973
Emys orbicularis,40.661683,24.576043
Emys orbicularis,40.667466,17.670525
Emys orbicularis,40.669522,21.653407
Emys orbicularis,40.669998,0.69
Emys orbicularis,40.669998,0.57
Emys orbicularis,40.669998,-6.34
Emys orbicularis,40.669998,-5.54
Emys orbicularis,40.67,-6.34
Emys orbicularis,40.67,0.57
Emys orbicularis,40.67,0.69
Emys orbicularis,40.67,-5.54
Emys orbicularis,40.670755,-3.904944
Emys orbicularis,40.678259,0.665142
Emys orbicularis,40.68,0.81
Emys orbicularis,40.68,0.81
Emys orbicularis,40.68487,21.199365
Emys orbicularis,40.689999,-3.89
Emys orbicularis,40.689999,-3.77
Emys orbicularis,40.689999,-4.12
Emys orbicularis,40.69,-1.4
Emys orbicularis,40.69,-3.77
Emys orbicularis,40.69,-3.89
Emys orbicularis,40.69,-4.12
Emys orbicularis,40.695681,21.103575
Emys orbicularis,40.699686,32.112155
Emys orbicularis,40.7,-3.3
Emys orbicularis,40.707761,-3.824807
Emys orbicularis,40.711229,-3.871557
Emys orbicularis,40.728752,9.647356
Emys orbicularis,40.730201,9.608399
Emys orbicularis,40.735521,21.106749
Emys orbicularis,40.737903,-6.88068
Emys orbicularis,40.74,21.11
Emys orbicularis,40.75,0.22
Emys orbicularis,40.75,-5.78
Emys orbicularis,40.75,26.216667
Emys orbicularis,40.75,0.75
Emys orbicularis,40.75,-5.78
Emys orbicularis,40.75,0.22
Emys orbicularis,40.752654,22.94595
Emys orbicularis,40.753475,16.77031
Emys orbicularis,40.759998,0.69
Emys orbicularis,40.759998,0.57
Emys orbicularis,40.759998,-6.45
Emys orbicularis,40.759998,-5.55
Emys orbicularis,40.76,-6.45
Emys orbicularis,40.76,0.57
Emys orbicularis,40.76,0.69
Emys orbicularis,40.76,-5.55
Emys orbicularis,40.76,26.08
Emys orbicularis,40.76,20.92
Emys orbicularis,40.766787,-3.85265
Emys orbicularis,40.767735,-6.855881
Emys orbicularis,40.769491,-3.827031
Emys orbicularis,40.77,0.81
Emys orbicularis,40.77,0.81
Emys orbicularis,40.770579,22.873329
Emys orbicularis,40.771588,9.630178
Emys orbicularis,40.771597,9.747921
Emys orbicularis,40.774818,-6.876265
Emys orbicularis,40.77925,21.137072
Emys orbicularis,40.779999,-3.77
Emys orbicularis,40.78,-3.77
Emys orbicularis,40.78,21.07
Emys orbicularis,40.78,21.07
Emys orbicularis,40.78,26.11
Emys orbicularis,40.781444,8.220118
Emys orbicularis,40.786814,9.454577
Emys orbicularis,40.79,21.07
Emys orbicularis,40.79,21.07
Emys orbicularis,40.79,26.06
Emys orbicularis,40.79,21.07
Emys orbicularis,40.791072,23.476023
Emys orbicularis,40.79718,23.412826
Emys orbicularis,40.798121,23.183834
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,9.54
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.43
Emys orbicularis,40.8,21.07
Emys orbicularis,40.8,21.07
Emys orbicularis,40.802413,20.66369
Emys orbicularis,40.807644,21.110021
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.08
Emys orbicularis,40.81,21.07
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.09
Emys orbicularis,40.81,21.44
Emys orbicularis,40.81,21.44
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,9.51
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.44
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.08
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.42
Emys orbicularis,40.81,21.43
Emys orbicularis,40.811596,21.143984
Emys orbicularis,40.812999,19.43869
Emys orbicularis,40.816701,19.430198
Emys orbicularis,40.819126,19.574308
Emys orbicularis,40.82,26.11
Emys orbicularis,40.82,26.1
Emys orbicularis,40.82,25.99
Emys orbicularis,40.82,26.06
Emys orbicularis,40.82,25.99
Emys orbicularis,40.82,21.43
Emys orbicularis,40.82,21.09
Emys orbicularis,40.82,9.53
Emys orbicularis,40.82,25.99
Emys orbicularis,40.826832,21.09237
Emys orbicularis,40.827439,26.188866
Emys orbicularis,40.828265,9.455257
Emys orbicularis,40.83,9.54
Emys orbicularis,40.83,26
Emys orbicularis,40.83,25.99
Emys orbicularis,40.83,26.01
Emys orbicularis,40.83,26.01
Emys orbicularis,40.83,21.43
Emys orbicularis,40.83,25.98
Emys orbicularis,40.83,9.54
Emys orbicularis,40.83,25.98
Emys orbicularis,40.83,9.54
Emys orbicularis,40.83,26
Emys orbicularis,40.83,26
Emys orbicularis,40.832364,-5.724318
Emys orbicularis,40.838103,19.45869
Emys orbicularis,40.84,-5.79
Emys orbicularis,40.84,26.05
Emys orbicularis,40.84,26.05
Emys orbicularis,40.84,26.05
Emys orbicularis,40.84,21.43
Emys orbicularis,40.84,21.43
Emys orbicularis,40.84,-5.79
Emys orbicularis,40.845901,19.480145
Emys orbicularis,40.846298,20.919532
Emys orbicularis,40.849998,0.45
Emys orbicularis,40.849998,-6.69
Emys orbicularis,40.849998,-6.57
Emys orbicularis,40.849998,-6.45
Emys orbicularis,40.849998,-5.67
Emys orbicularis,40.849998,-5.55
Emys orbicularis,40.849998,-5.43
Emys orbicularis,40.85,-5.43
Emys orbicularis,40.85,-5.55
Emys orbicularis,40.85,-6.45
Emys orbicularis,40.85,-6.69
Emys orbicularis,40.85,-6.57
Emys orbicularis,40.85,0.45
Emys orbicularis,40.85,-5.67
Emys orbicularis,40.85,26.03
Emys orbicularis,40.85,26.03
Emys orbicularis,40.85,25.99
Emys orbicularis,40.85,9.47
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.86,26.03
Emys orbicularis,40.860306,24.798546
Emys orbicularis,40.860306,24.798546
Emys orbicularis,40.860306,24.798546
Emys orbicularis,40.860306,24.798546
Emys orbicularis,40.860306,24.798546
Emys orbicularis,40.860306,24.798546
Emys orbicularis,40.861229,24.705088
Emys orbicularis,40.861229,24.705088
Emys orbicularis,40.86252,20.736236
Emys orbicularis,40.862697,21.039349
Emys orbicularis,40.867241,9.311379
Emys orbicularis,40.867783,9.474069
Emys orbicularis,40.867893,24.639259
Emys orbicularis,40.86929,19.450689
Emys orbicularis,40.869689,20.950503
Emys orbicularis,40.87,-4.01
Emys orbicularis,40.87,26.04
Emys orbicularis,40.870236,19.442712
Emys orbicularis,40.872229,-5.652568
Emys orbicularis,40.876236,14.13146
Emys orbicularis,40.883176,20.770905
Emys orbicularis,40.885292,23.28515
Emys orbicularis,40.886584,19.499442
Emys orbicularis,40.887065,19.422656
Emys orbicularis,40.887513,25.870819
Emys orbicularis,40.896952,24.693953
Emys orbicularis,40.897537,20.702349
Emys orbicularis,40.897923,19.459645
Emys orbicularis,40.9,9.17
Emys orbicularis,40.9,20.73
Emys orbicularis,40.900619,9.07791
Emys orbicularis,40.902072,24.995573
Emys orbicularis,40.909044,23.006092
Emys orbicularis,40.91,20.74
Emys orbicularis,40.91,20.74
Emys orbicularis,40.91,20.74
Emys orbicularis,40.91,20.74
Emys orbicularis,40.914994,26.045616
Emys orbicularis,40.919826,9.250563
Emys orbicularis,40.92,9.14
Emys orbicularis,40.92,9.05
Emys orbicularis,40.92,9.05
Emys orbicularis,40.92,9.05
Emys orbicularis,40.920742,20.673407
Emys orbicularis,40.928368,24.604141
Emys orbicularis,40.93,20.91
Emys orbicularis,40.938401,-7.092257
Emys orbicularis,40.938401,-7.092257
Emys orbicularis,40.939999,0.45
Emys orbicularis,40.939999,-5.67
Emys orbicularis,40.939999,-5.55
Emys orbicularis,40.939999,-5.44
Emys orbicularis,40.939999,-5.32
Emys orbicularis,40.939999,0.33
Emys orbicularis,40.94,-5.44
Emys orbicularis,40.94,-5.55
Emys orbicularis,40.94,-5.32
Emys orbicularis,40.94,-6.68
Emys orbicularis,40.94,0.45
Emys orbicularis,40.94,0.33
Emys orbicularis,40.94,-5.67
Emys orbicularis,40.940333,19.46532
Emys orbicularis,40.940941,20.98083
Emys orbicularis,40.945023,19.485665
Emys orbicularis,40.945358,24.749222
Emys orbicularis,40.95,-6.8
Emys orbicularis,40.95,49.28
Emys orbicularis,40.95,19.47
Emys orbicularis,40.95,49.28
Emys orbicularis,40.950001,-6.8
Emys orbicularis,40.957428,28.616252
Emys orbicularis,40.959019,19.528597
Emys orbicularis,40.959456,33.690917
Emys orbicularis,40.959999,-3.65
Emys orbicularis,40.959999,-3.77
Emys orbicularis,40.96,-3.77
Emys orbicularis,40.96,-3.65
Emys orbicularis,40.96,24.69
Emys orbicularis,40.960731,24.52583
Emys orbicularis,40.96586,-7.038109
Emys orbicularis,40.966043,19.491405
Emys orbicularis,40.966585,25.456416
Emys orbicularis,40.970339,20.995595
Emys orbicularis,40.972352,20.954874
Emys orbicularis,40.978998,19.472804
Emys orbicularis,40.982491,25.235596
Emys orbicularis,40.986478,19.588139
Emys orbicularis,40.986832,25.314903
Emys orbicularis,40.986832,25.314903
Emys orbicularis,40.986988,20.90078
Emys orbicularis,40.986991,19.484636
Emys orbicularis,40.987252,26.12131
Emys orbicularis,40.99,19.49
Emys orbicularis,40.99,19.49
Emys orbicularis,40.99664,19.552166
Emys orbicularis,40.998963,20.933926
Emys orbicularis,41.01,26.13
Emys orbicularis,41.01,26.13
Emys orbicularis,41.011578,24.71323
Emys orbicularis,41.02,-5.8
Emys orbicularis,41.02,-5.91
Emys orbicularis,41.02,26.23
Emys orbicularis,41.02,26.23
Emys orbicularis,41.02,-5.91
Emys orbicularis,41.02,-5.8
Emys orbicularis,41.023738,20.992875
Emys orbicularis,41.023983,22.681888
Emys orbicularis,41.029999,0.44
Emys orbicularis,41.029999,-6.68
Emys orbicularis,41.029999,-5.68
Emys orbicularis,41.029999,-5.44
Emys orbicularis,41.03,-5.44
Emys orbicularis,41.03,-6.68
Emys orbicularis,41.03,0.44
Emys orbicularis,41.03,-5.68
Emys orbicularis,41.04,1.16
Emys orbicularis,41.040001,1.16
Emys orbicularis,41.040205,23.194241
Emys orbicularis,41.042522,9.59934
Emys orbicularis,41.043105,9.008827
Emys orbicularis,41.045893,-6.084822
Emys orbicularis,41.05,21.03
Emys orbicularis,41.057442,27.822023
Emys orbicularis,41.058887,28.515259
Emys orbicularis,41.061592,25.083757
Emys orbicularis,41.06235,36.998223
Emys orbicularis,41.063398,37.083586
Emys orbicularis,41.079189,1.17691
Emys orbicularis,41.07957,1.177028
Emys orbicularis,41.079869,1.177189
Emys orbicularis,41.081532,9.089263
Emys orbicularis,41.082663,8.890433
Emys orbicularis,41.083166,26.356675
Emys orbicularis,41.090425,27.738243
Emys orbicularis,41.09469,23.148299
Emys orbicularis,41.09747,19.488359
Emys orbicularis,41.11,-5.97
Emys orbicularis,41.11,-6.08
Emys orbicularis,41.11,-5.92
Emys orbicularis,41.110001,-6.08
Emys orbicularis,41.110001,-5.92
Emys orbicularis,41.110177,24.037065
Emys orbicularis,41.11107,22.649755
Emys orbicularis,41.115224,22.807446
Emys orbicularis,41.115776,9.419284
Emys orbicularis,41.117658,22.806284
Emys orbicularis,41.119999,-0.44
Emys orbicularis,41.119999,0.56
Emys orbicularis,41.119999,0.44
Emys orbicularis,41.12,0.56
Emys orbicularis,41.12,-0.44
Emys orbicularis,41.12,0.44
Emys orbicularis,41.12,-5.97
Emys orbicularis,41.12,26.23
Emys orbicularis,41.13,1.27
Emys orbicularis,41.130001,1.27
Emys orbicularis,41.130758,36.894204
Emys orbicularis,41.136101,19.446929
Emys orbicularis,41.1373,8.975741
Emys orbicularis,41.139999,-2.34
Emys orbicularis,41.14,-2.34
Emys orbicularis,41.159612,19.538538
Emys orbicularis,41.16,23.17
Emys orbicularis,41.16,20.66
Emys orbicularis,41.161152,24.059892
Emys orbicularis,41.161729,9.130022
Emys orbicularis,41.16218,19.512857
Emys orbicularis,41.167503,23.154355
Emys orbicularis,41.17,23.14
Emys orbicularis,41.17,23.14
Emys orbicularis,41.173703,19.483379
Emys orbicularis,41.174282,9.346179
Emys orbicularis,41.175718,22.630457
Emys orbicularis,41.179238,28.787819
Emys orbicularis,41.18,23.2
Emys orbicularis,41.18,23.21
Emys orbicularis,41.18,23.21
Emys orbicularis,41.18,23.21
Emys orbicularis,41.18,23.13
Emys orbicularis,41.18,23.21
Emys orbicularis,41.187206,23.221817
Emys orbicularis,41.19,23.08
Emys orbicularis,41.19,23.19
Emys orbicularis,41.19,23.08
Emys orbicularis,41.191654,23.132551
Emys orbicularis,41.191654,23.132551
Emys orbicularis,41.191654,23.132551
Emys orbicularis,41.2,-6.2
Emys orbicularis,41.2,-6.08
Emys orbicularis,41.2,23.15
Emys orbicularis,41.2,23.07
Emys orbicularis,41.2,23.07
Emys orbicularis,41.2,23.18
Emys orbicularis,41.200001,-6.2
Emys orbicularis,41.200001,-6.08
Emys orbicularis,41.200157,23.079285
Emys orbicularis,41.20025,19.561194
Emys orbicularis,41.20291,23.237156
Emys orbicularis,41.207828,23.178326
Emys orbicularis,41.209999,0.55
Emys orbicularis,41.21,-6.32
Emys orbicularis,41.21,0.55
Emys orbicularis,41.21,23.09
Emys orbicularis,41.210115,28.531588
Emys orbicularis,41.210353,23.019772
Emys orbicularis,41.211247,23.342095
Emys orbicularis,41.212167,23.11649
Emys orbicularis,41.218753,23.093358
Emys orbicularis,41.219304,13.638858
Emys orbicularis,41.22,23.18
Emys orbicularis,41.221275,23.108368
Emys orbicularis,41.222054,23.212738
Emys orbicularis,41.222054,23.212738
Emys orbicularis,41.223352,2.19952
Emys orbicularis,41.224748,23.178169
Emys orbicularis,41.23,1.63
Emys orbicularis,41.23,49.11
Emys orbicularis,41.23,49.11
Emys orbicularis,41.23,9.17
Emys orbicularis,41.23,1.63
Emys orbicularis,41.24,23.2
Emys orbicularis,41.24,23.2
Emys orbicularis,41.24,23.19
Emys orbicularis,41.24,23.21
Emys orbicularis,41.24,23.2
Emys orbicularis,41.24,23.2
Emys orbicularis,41.24,23.2
Emys orbicularis,41.240125,23.218473
Emys orbicularis,41.242257,23.229994
Emys orbicularis,41.243121,19.49698
Emys orbicularis,41.246124,23.202129
Emys orbicularis,41.25,23.16
Emys orbicularis,41.25,23.2
Emys orbicularis,41.25,23.18
Emys orbicularis,41.25,23.25
Emys orbicularis,41.25,23.21
Emys orbicularis,41.25,23.25
Emys orbicularis,41.25,23.14
Emys orbicularis,41.25,23.18
Emys orbicularis,41.25,23.14
Emys orbicularis,41.25,23.22
Emys orbicularis,41.25,23.12
Emys orbicularis,41.25,23.24
Emys orbicularis,41.25,23.22
Emys orbicularis,41.25,23.25
Emys orbicularis,41.25,23.14
Emys orbicularis,41.25,23.14
Emys orbicularis,41.250465,23.211548
Emys orbicularis,41.251501,28.413828
Emys orbicularis,41.251797,23.198366
Emys orbicularis,41.251797,23.198366
Emys orbicularis,41.254723,23.140003
Emys orbicularis,41.256454,23.247623
Emys orbicularis,41.256851,23.142826
Emys orbicularis,41.257519,23.25074
Emys orbicularis,41.258579,23.251913
Emys orbicularis,41.264812,12.872774
Emys orbicularis,41.266429,23.069184
Emys orbicularis,41.273106,2.018989
Emys orbicularis,41.273617,22.703687
Emys orbicularis,41.277014,23.062717
Emys orbicularis,41.280032,23.071894
Emys orbicularis,41.280472,36.346196
Emys orbicularis,41.281945,23.133746
Emys orbicularis,41.28258,2.06543
Emys orbicularis,41.28921,23.287093
Emys orbicularis,41.29,-6.07
Emys orbicularis,41.290001,-6.07
Emys orbicularis,41.291524,23.209264
Emys orbicularis,41.293172,19.404627
Emys orbicularis,41.3,-0.31
Emys orbicularis,41.301436,23.153344
Emys orbicularis,41.304998,23.298285
Emys orbicularis,41.310825,28.648224
Emys orbicularis,41.314985,23.060843
Emys orbicularis,41.32,1.51
Emys orbicularis,41.32,1.39
Emys orbicularis,41.32,2.1
Emys orbicularis,41.32,1.15
Emys orbicularis,41.32,1.27
Emys orbicularis,41.32,1.39
Emys orbicularis,41.32,1.51
Emys orbicularis,41.321063,36.025449
Emys orbicularis,41.324791,23.13797
Emys orbicularis,41.325539,23.264333
Emys orbicularis,41.33,-3.06
Emys orbicularis,41.33,-3.18
Emys orbicularis,41.330002,-3.18
Emys orbicularis,41.330002,-3.06
Emys orbicularis,41.332151,19.564145
Emys orbicularis,41.33744,19.528995
Emys orbicularis,41.346685,19.460752
Emys orbicularis,41.34935,23.3488
Emys orbicularis,41.350774,23.11089
Emys orbicularis,41.350974,23.092138
Emys orbicularis,41.352717,29.300242
Emys orbicularis,41.353827,23.000414
Emys orbicularis,41.367888,23.208671
Emys orbicularis,41.376628,23.034547
Emys orbicularis,41.38,-0.07
Emys orbicularis,41.38,-5.81
Emys orbicularis,41.380001,-5.81
Emys orbicularis,41.380001,-0.07
Emys orbicularis,41.381528,23.22752
Emys orbicularis,41.387605,23.37829
Emys orbicularis,41.388836,19.532262
Emys orbicularis,41.39,-6.31
Emys orbicularis,41.392317,23.111582
Emys orbicularis,41.396973,19.467818
Emys orbicularis,41.4,22.75
Emys orbicularis,41.400542,9.216423
Emys orbicularis,41.402892,9.220322
Emys orbicularis,41.41,1.74
Emys orbicularis,41.41,-2.22
Emys orbicularis,41.41,-2.22
Emys orbicularis,41.41,1.74
Emys orbicularis,41.43,23.25
Emys orbicularis,41.431163,45.152243
Emys orbicularis,41.44,23.26
Emys orbicularis,41.44288,9.124675
Emys orbicularis,41.45,23.26
Emys orbicularis,41.45,23.26
Emys orbicularis,41.45,23.26
Emys orbicularis,41.45,23.26
Emys orbicularis,41.45,23.26
Emys orbicularis,41.45,25.94
Emys orbicularis,41.45,25.94
Emys orbicularis,41.45,25.94
Emys orbicularis,41.457729,23.261271
Emys orbicularis,41.46,23.25
Emys orbicularis,41.467569,25.744701
Emys orbicularis,41.468016,9.266128
Emys orbicularis,41.47,-6.07
Emys orbicularis,41.47,-0.07
Emys orbicularis,41.47,-5.93
Emys orbicularis,41.47,23.45
Emys orbicularis,41.47,26.01
Emys orbicularis,41.470001,-6.07
Emys orbicularis,41.470001,-5.93
Emys orbicularis,41.470001,-0.07
Emys orbicularis,41.47142,22.181938
Emys orbicularis,41.474123,9.15167
Emys orbicularis,41.48,0.42
Emys orbicularis,41.48,-0.54
Emys orbicularis,41.48,9.08
Emys orbicularis,41.48,9.08
Emys orbicularis,41.48,23.25
Emys orbicularis,41.48,23.26
Emys orbicularis,41.48,-0.54
Emys orbicularis,41.48,0.42
Emys orbicularis,41.483663,12.726599
Emys orbicularis,41.484426,23.274491
Emys orbicularis,41.485857,8.995439
Emys orbicularis,41.488136,23.26458
Emys orbicularis,41.488966,12.767297
Emys orbicularis,41.49,45.11
Emys orbicularis,41.490451,8.995543
Emys orbicularis,41.4941,12.735981
Emys orbicularis,41.494494,23.394701
Emys orbicularis,41.499695,12.773129
Emys orbicularis,41.500412,12.726506
Emys orbicularis,41.505728,12.635244
Emys orbicularis,41.506596,19.476641
Emys orbicularis,41.509894,23.314237
Emys orbicularis,41.509998,-2.58
Emys orbicularis,41.51,-2.58
Emys orbicularis,41.510967,19.77566
Emys orbicularis,41.51868,19.559218
Emys orbicularis,41.52563,45.308116
Emys orbicularis,41.527674,8.920247
Emys orbicularis,41.528452,8.921006
Emys orbicularis,41.53,23.43
Emys orbicularis,41.534546,8.857643
Emys orbicularis,41.53745,41.566807
Emys orbicularis,41.54,21.7
Emys orbicularis,41.542458,12.773037
Emys orbicularis,41.55,9.21
Emys orbicularis,41.55,9.21
Emys orbicularis,41.550983,-6.322027
Emys orbicularis,41.557175,12.617344
Emys orbicularis,41.558713,12.793817
Emys orbicularis,41.56,-6.18
Emys orbicularis,41.560001,-6.18
Emys orbicularis,41.57,-0.66
Emys orbicularis,41.57,-0.66
Emys orbicularis,41.574932,23.283605
Emys orbicularis,41.575387,9.345635
Emys orbicularis,41.575431,9.345593
Emys orbicularis,41.58,-4.74
Emys orbicularis,41.58,-4.86
Emys orbicularis,41.58,-0.78
Emys orbicularis,41.58,41.57
Emys orbicularis,41.58,41.56
Emys orbicularis,41.580002,-0.78
Emys orbicularis,41.580002,-4.86
Emys orbicularis,41.580002,-4.74
Emys orbicularis,41.580467,44.819347
Emys orbicularis,41.58271,44.981541
Emys orbicularis,41.587829,19.416756
Emys orbicularis,41.59,2.22
Emys orbicularis,41.59,2.1
Emys orbicularis,41.59,-4.5
Emys orbicularis,41.59,41.57
Emys orbicularis,41.59,25.38
Emys orbicularis,41.59,41.57
Emys orbicularis,41.59,41.57
Emys orbicularis,41.59,41.57
Emys orbicularis,41.59,-4.5
Emys orbicularis,41.59,2.22
Emys orbicularis,41.59,2.1
Emys orbicularis,41.593478,19.749595
Emys orbicularis,41.6,25.93
Emys orbicularis,41.600553,36.070951
Emys orbicularis,41.601755,21.716761
Emys orbicularis,41.612837,44.673221
Emys orbicularis,41.62,25.86
Emys orbicularis,41.622328,8.797909
Emys orbicularis,41.62235,12.542635
Emys orbicularis,41.624865,44.692675
Emys orbicularis,41.625269,27.475288
Emys orbicularis,41.63,25.84
Emys orbicularis,41.63,25.36
Emys orbicularis,41.63,25.36
Emys orbicularis,41.63,45.01
Emys orbicularis,41.630531,12.359963
Emys orbicularis,41.630721,28.125278
Emys orbicularis,41.633319,-7.724906
Emys orbicularis,41.639799,44.843087
Emys orbicularis,41.648964,8.875827
Emys orbicularis,41.65,25.86
Emys orbicularis,41.65,25.86
Emys orbicularis,41.65,25.87
Emys orbicularis,41.65,25.83
Emys orbicularis,41.65,25.87
Emys orbicularis,41.65,25.87
Emys orbicularis,41.65,25.88
Emys orbicularis,41.652897,25.822903
Emys orbicularis,41.66,0.66
Emys orbicularis,41.66,-0.66
Emys orbicularis,41.66,25.92
Emys orbicularis,41.66,25.92
Emys orbicularis,41.66,44.93
Emys orbicularis,41.66,25.94
Emys orbicularis,41.66,25.94
Emys orbicularis,41.66,-0.66
Emys orbicularis,41.66,0.66
Emys orbicularis,41.660561,48.786286
Emys orbicularis,41.66774,44.94638
Emys orbicularis,41.669089,12.566766
Emys orbicularis,41.669998,-0.9
Emys orbicularis,41.669998,-0.78
Emys orbicularis,41.67,-0.9
Emys orbicularis,41.67,-0.78
Emys orbicularis,41.67,1.02
Emys orbicularis,41.67,0.9
Emys orbicularis,41.675013,44.739353
Emys orbicularis,41.678408,26.825339
Emys orbicularis,41.679193,12.532426
Emys orbicularis,41.679347,12.418443
Emys orbicularis,41.68,25.82
Emys orbicularis,41.68,25.86
Emys orbicularis,41.68,25.86
Emys orbicularis,41.68,25.82
Emys orbicularis,41.68,25.79
Emys orbicularis,41.68,25.82
Emys orbicularis,41.687795,26.808624
Emys orbicularis,41.689999,-3.06
Emys orbicularis,41.689999,-2.58
Emys orbicularis,41.689999,2.7
Emys orbicularis,41.69,2.7
Emys orbicularis,41.69,-3.06
Emys orbicularis,41.69,-2.58
Emys orbicularis,41.69,41.71
Emys orbicularis,41.69,2.47
Emys orbicularis,41.699544,9.39384
Emys orbicularis,41.700776,9.397437
Emys orbicularis,41.705337,9.395707
Emys orbicularis,41.708467,44.771818
Emys orbicularis,41.708848,45.867042
Emys orbicularis,41.709797,44.696747
Emys orbicularis,41.71,25.62
Emys orbicularis,41.712769,9.40287
Emys orbicularis,41.714718,12.989388
Emys orbicularis,41.714779,45.100478
Emys orbicularis,41.715028,8.802006
Emys orbicularis,41.715093,44.74538
