scientificName,decimalLatitude,decimalLongitude
Trachemys scripta scripta,36.666036,-75.911934
Trachemys scripta scripta,36.66441,-75.911071
Trachemys scripta scripta,36.663973,-75.912435
Trachemys scripta scripta,36.663956,-75.912445
Trachemys scripta scripta,36.661167,-75.910667
Trachemys scripta scripta,36.656024,-75.942078
Trachemys scripta scripta,36.655915,-76.060488
Trachemys scripta scripta,36.654649,-75.914111
Trachemys scripta scripta,36.653594,-75.913703
Trachemys scripta scripta,36.65345,-92.22914
Trachemys scripta scripta,36.653393,-75.913434
Trachemys scripta scripta,36.652285,-75.911281
Trachemys scripta scripta,36.651558,-75.905442
Trachemys scripta scripta,36.65,-75.93
Trachemys scripta scripta,36.649911,-76.563638
Trachemys scripta scripta,36.648589,-76.495056
Trachemys scripta scripta,36.641833,-76.869108
Trachemys scripta scripta,36.641637,-75.913296
Trachemys scripta scripta,36.641619,-76.869128
Trachemys scripta scripta,36.640655,-75.910997
Trachemys scripta scripta,36.638066,-75.897103
Trachemys scripta scripta,36.635906,-76.511906
Trachemys scripta scripta,36.634248,-76.504618
Trachemys scripta scripta,36.631183,-77.937667
Trachemys scripta scripta,36.630637,-76.489513
Trachemys scripta scripta,36.629898,-75.900099
Trachemys scripta scripta,36.629223,-76.455231
Trachemys scripta scripta,36.628846,-75.899658
Trachemys scripta scripta,36.625183,-75.905668
Trachemys scripta scripta,36.621789,-76.483121
Trachemys scripta scripta,36.621757,-76.524861
Trachemys scripta scripta,36.620929,-76.544901
Trachemys scripta scripta,36.620921,-76.539904
Trachemys scripta scripta,36.62092,-76.539987
Trachemys scripta scripta,36.620898,-76.533814
Trachemys scripta scripta,36.620895,-76.547422
Trachemys scripta scripta,36.620873,-76.535189
Trachemys scripta scripta,36.620862,-76.526317
Trachemys scripta scripta,36.620859,-76.526722
Trachemys scripta scripta,36.620425,-75.902712
Trachemys scripta scripta,36.620054,-75.904349
Trachemys scripta scripta,36.619867,-75.905747
Trachemys scripta scripta,36.619863,-76.497498
Trachemys scripta scripta,36.619529,-76.524698
Trachemys scripta scripta,36.619433,-76.524688
Trachemys scripta scripta,36.618003,-76.561478
Trachemys scripta scripta,36.618003,-76.561478
Trachemys scripta scripta,36.618003,-76.561478
Trachemys scripta scripta,36.618003,-76.561478
Trachemys scripta scripta,36.61778,-75.999547
Trachemys scripta scripta,36.614959,-78.274482
Trachemys scripta scripta,36.614272,-78.280914
Trachemys scripta scripta,36.613847,-76.524724
Trachemys scripta scripta,36.613847,-76.524724
Trachemys scripta scripta,36.613847,-76.524724
Trachemys scripta scripta,36.613467,-76.410611
Trachemys scripta scripta,36.613457,-76.52452
Trachemys scripta scripta,36.613414,-76.524502
Trachemys scripta scripta,36.612972,-76.524322
Trachemys scripta scripta,36.609575,-76.523936
Trachemys scripta scripta,36.608469,-76.903363
Trachemys scripta scripta,36.608148,-76.509903
Trachemys scripta scripta,36.607612,-76.531012
Trachemys scripta scripta,36.606948,-76.523728
Trachemys scripta scripta,36.606051,-76.518747
Trachemys scripta scripta,36.605904,-76.523892
Trachemys scripta scripta,36.604812,-76.523678
Trachemys scripta scripta,36.603929,-76.524134
Trachemys scripta scripta,36.603824,-75.885272
Trachemys scripta scripta,36.602376,-76.523797
Trachemys scripta scripta,36.601558,-75.861813
Trachemys scripta scripta,36.601414,-76.459457
Trachemys scripta scripta,36.595432,-76.523326
Trachemys scripta scripta,36.594024,-86.482866
Trachemys scripta scripta,36.593095,-76.506665
Trachemys scripta scripta,36.59206,-76.522728
Trachemys scripta scripta,36.591993,-76.511043
Trachemys scripta scripta,36.591993,-76.508382
Trachemys scripta scripta,36.591993,-76.507352
Trachemys scripta scripta,36.591835,-76.495967
Trachemys scripta scripta,36.591564,-76.48994
Trachemys scripta scripta,36.591366,-76.493213
Trachemys scripta scripta,36.591293,-76.496026
Trachemys scripta scripta,36.591293,-76.496026
Trachemys scripta scripta,36.591293,-76.496026
Trachemys scripta scripta,36.591293,-76.496026
Trachemys scripta scripta,36.591293,-76.496026
Trachemys scripta scripta,36.591159,-76.496325
Trachemys scripta scripta,36.591044,-76.502009
Trachemys scripta scripta,36.591044,-76.50201
Trachemys scripta scripta,36.591044,-76.50201
Trachemys scripta scripta,36.59103,-76.502212
Trachemys scripta scripta,36.59103,-76.502211
Trachemys scripta scripta,36.59103,-76.502208
Trachemys scripta scripta,36.591028,-76.502212
Trachemys scripta scripta,36.591015,-76.499886
Trachemys scripta scripta,36.591001,-76.503264
Trachemys scripta scripta,36.590825,-76.503297
Trachemys scripta scripta,36.590512,-76.510493
Trachemys scripta scripta,36.590325,-76.514633
Trachemys scripta scripta,36.59022,-76.522928
Trachemys scripta scripta,36.590192,-76.519692
Trachemys scripta scripta,36.589977,-76.523258
Trachemys scripta scripta,36.589504,-77.349484
Trachemys scripta scripta,36.585701,-76.100333
Trachemys scripta scripta,36.583978,-76.150935
Trachemys scripta scripta,36.583801,-76.15268
Trachemys scripta scripta,36.57615,-76.155082
Trachemys scripta scripta,36.575142,-76.153301
Trachemys scripta scripta,36.572204,-82.23508
Trachemys scripta scripta,36.567883,-77.434003
Trachemys scripta scripta,36.560575,-76.128164
Trachemys scripta scripta,36.560132,-76.501497
Trachemys scripta scripta,36.556541,-76.380498
Trachemys scripta scripta,36.556108,-77.374138
Trachemys scripta scripta,36.555639,-77.374555
Trachemys scripta scripta,36.55507,-76.081269
Trachemys scripta scripta,36.551564,-87.304499
Trachemys scripta scripta,36.534743,-75.9362
Trachemys scripta scripta,36.531019,-75.95213
Trachemys scripta scripta,36.531019,-75.95213
Trachemys scripta scripta,36.531019,-75.95213
Trachemys scripta scripta,36.527142,-75.9902
Trachemys scripta scripta,36.526933,-75.948442
Trachemys scripta scripta,36.525237,-75.869677
Trachemys scripta scripta,36.52518,-75.869742
Trachemys scripta scripta,36.520959,-75.952817
Trachemys scripta scripta,36.513072,-75.932538
Trachemys scripta scripta,36.512925,-75.933007
Trachemys scripta scripta,36.512672,-75.934442
Trachemys scripta scripta,36.512412,-75.935159
Trachemys scripta scripta,36.511731,-75.937861
Trachemys scripta scripta,36.511569,-75.937622
Trachemys scripta scripta,36.511182,-75.938437
Trachemys scripta scripta,36.511073,-75.938643
Trachemys scripta scripta,36.510453,-75.940252
Trachemys scripta scripta,36.50843,-82.61111
Trachemys scripta scripta,36.505423,-75.971961
Trachemys scripta scripta,36.505423,-75.971961
Trachemys scripta scripta,36.485322,-77.872575
Trachemys scripta scripta,36.483683,-77.631642
Trachemys scripta scripta,36.474455,-82.801046
Trachemys scripta scripta,36.4685,-76.110612
Trachemys scripta scripta,36.447465,-76.172374
Trachemys scripta scripta,36.441936,-81.031385
Trachemys scripta scripta,36.43722,-76.030951
Trachemys scripta scripta,36.436728,-76.699325
Trachemys scripta scripta,36.435242,-76.698237
Trachemys scripta scripta,36.433409,-76.696904
Trachemys scripta scripta,36.43182,-76.696237
Trachemys scripta scripta,36.423724,-76.425529
Trachemys scripta scripta,36.413511,-76.043966
Trachemys scripta scripta,36.407808,-76.476235
Trachemys scripta scripta,36.382984,-79.703103
Trachemys scripta scripta,36.380288,-75.830778
Trachemys scripta scripta,36.380288,-75.830778
Trachemys scripta scripta,36.380288,-75.830778
Trachemys scripta scripta,36.380288,-75.830778
Trachemys scripta scripta,36.380288,-75.830778
Trachemys scripta scripta,36.380288,-75.830778
Trachemys scripta scripta,36.376667,-75.831629
Trachemys scripta scripta,36.373362,-75.832266
Trachemys scripta scripta,36.338302,-94.098619
Trachemys scripta scripta,36.324087,-75.813033
Trachemys scripta scripta,36.32402,-75.813095
Trachemys scripta scripta,36.320039,-75.808886
Trachemys scripta scripta,36.302618,-86.613343
Trachemys scripta scripta,36.300703,-75.808235
Trachemys scripta scripta,36.298683,-75.808864
Trachemys scripta scripta,36.287122,-82.403096
Trachemys scripta scripta,36.286914,-82.403245
Trachemys scripta scripta,36.279067,-78.909867
Trachemys scripta scripta,36.211704,-83.418777
Trachemys scripta scripta,36.185214,-79.72181
Trachemys scripta scripta,36.182146,-75.756987
Trachemys scripta scripta,36.181167,-87.452294
Trachemys scripta scripta,36.169754,-80.617676
Trachemys scripta scripta,36.169608,-75.755185
Trachemys scripta scripta,36.165138,-75.754534
Trachemys scripta scripta,36.158002,-80.035095
Trachemys scripta scripta,36.15553,-79.873803
Trachemys scripta scripta,36.15171,-79.150949
Trachemys scripta scripta,36.150496,-86.815808
Trachemys scripta scripta,36.148946,-86.81275
Trachemys scripta scripta,36.147373,-80.324478
Trachemys scripta scripta,36.144796,-75.738702
Trachemys scripta scripta,36.144175,-75.738964
Trachemys scripta scripta,36.135983,-78.728753
Trachemys scripta scripta,36.134239,-79.849463
Trachemys scripta scripta,36.133313,-75.742153
Trachemys scripta scripta,36.130372,-78.802208
Trachemys scripta scripta,36.126553,-75.81562
Trachemys scripta scripta,36.124513,-80.121546
Trachemys scripta scripta,36.123862,-78.82918
Trachemys scripta scripta,36.117875,-78.69455
Trachemys scripta scripta,36.115069,-75.848945
Trachemys scripta scripta,36.114189,-78.693591
Trachemys scripta scripta,36.114042,-78.595488
Trachemys scripta scripta,36.113133,-80.138974
Trachemys scripta scripta,36.109828,-78.676055
Trachemys scripta scripta,36.109345,-75.718238
Trachemys scripta scripta,36.109342,-75.718222
Trachemys scripta scripta,36.10855,-78.674522
Trachemys scripta scripta,36.106393,-78.293338
Trachemys scripta scripta,36.105689,-78.736083
Trachemys scripta scripta,36.104172,-78.621795
Trachemys scripta scripta,36.103145,-78.655128
Trachemys scripta scripta,36.10108,-78.963453
Trachemys scripta scripta,36.100353,-79.232795
Trachemys scripta scripta,36.099,-78.3011
Trachemys scripta scripta,36.099,-78.3011
Trachemys scripta scripta,36.095584,-79.500934
Trachemys scripta scripta,36.094478,-78.949429
Trachemys scripta scripta,36.092265,-75.725391
Trachemys scripta scripta,36.090831,-78.716117
Trachemys scripta scripta,36.088863,-79.835616
Trachemys scripta scripta,36.088327,-78.74347
Trachemys scripta scripta,36.088272,-78.744933
Trachemys scripta scripta,36.087876,-78.857872
Trachemys scripta scripta,36.084273,-75.71227
Trachemys scripta scripta,36.083847,-75.712103
Trachemys scripta scripta,36.083601,-78.618033
Trachemys scripta scripta,36.081122,-79.859783
Trachemys scripta scripta,36.079156,-79.007706
Trachemys scripta scripta,36.075916,-79.592308
Trachemys scripta scripta,36.07552,-78.992386
Trachemys scripta scripta,36.074627,-75.718927
Trachemys scripta scripta,36.074519,-75.719097
Trachemys scripta scripta,36.074517,-75.719068
Trachemys scripta scripta,36.074448,-75.719398
Trachemys scripta scripta,36.0726,-79.792
Trachemys scripta scripta,36.072405,-75.718695
Trachemys scripta scripta,36.072367,-75.718657
Trachemys scripta scripta,36.072363,-75.71952
Trachemys scripta scripta,36.072318,-75.719361
Trachemys scripta scripta,36.072088,-75.719142
Trachemys scripta scripta,36.072088,-75.719142
Trachemys scripta scripta,36.070516,-78.85349
Trachemys scripta scripta,36.068794,-78.918915
Trachemys scripta scripta,36.06819,-78.923558
Trachemys scripta scripta,36.067353,-78.867753
Trachemys scripta scripta,36.065988,-78.743094
Trachemys scripta scripta,36.065075,-78.743813
Trachemys scripta scripta,36.065023,-75.724865
Trachemys scripta scripta,36.06461,-75.705735
Trachemys scripta scripta,36.0646,-75.7057
Trachemys scripta scripta,36.062093,-78.964994
Trachemys scripta scripta,36.06092,-78.775947
Trachemys scripta scripta,36.057082,-80.090508
Trachemys scripta scripta,36.052502,-78.941279
Trachemys scripta scripta,36.051969,-78.935415
Trachemys scripta scripta,36.04559,-75.676932
Trachemys scripta scripta,36.042843,-79.000916
Trachemys scripta scripta,36.042622,-78.761938
Trachemys scripta scripta,36.042437,-79.000486
Trachemys scripta scripta,36.039345,-78.764467
Trachemys scripta scripta,36.038261,-78.764367
Trachemys scripta scripta,36.037972,-79.196495
Trachemys scripta scripta,36.037753,-78.963545
Trachemys scripta scripta,36.035466,-75.737441
Trachemys scripta scripta,36.031016,-79.051759
Trachemys scripta scripta,36.0307,-75.676
Trachemys scripta scripta,36.0307,-75.676
Trachemys scripta scripta,36.0307,-75.676
Trachemys scripta scripta,36.0307,-75.676
Trachemys scripta scripta,36.02994,-78.770633
Trachemys scripta scripta,36.028856,-78.777703
Trachemys scripta scripta,36.025617,-79.653083
Trachemys scripta scripta,36.025586,-78.784713
Trachemys scripta scripta,36.024656,-78.899628
Trachemys scripta scripta,36.023743,-78.758415
Trachemys scripta scripta,36.022031,-78.901711
Trachemys scripta scripta,36.021361,-77.856897
Trachemys scripta scripta,36.0213,-78.899901
Trachemys scripta scripta,36.021063,-78.895499
Trachemys scripta scripta,36.021038,-78.895456
Trachemys scripta scripta,36.020412,-78.895395
Trachemys scripta scripta,36.01825,-78.894042
Trachemys scripta scripta,36.017562,-79.191706
Trachemys scripta scripta,36.016213,-78.440741
Trachemys scripta scripta,36.013925,-75.682762
Trachemys scripta scripta,36.010772,-75.662981
Trachemys scripta scripta,36.008785,-87.028219
Trachemys scripta scripta,36.007163,-79.947367
Trachemys scripta scripta,36.006881,-78.945087
Trachemys scripta scripta,36.006171,-80.134181
Trachemys scripta scripta,36.004778,-78.932363
Trachemys scripta scripta,36.003551,-78.935181
Trachemys scripta scripta,36.002165,-86.34273
Trachemys scripta scripta,36.00201,-78.931132
Trachemys scripta scripta,36.001258,-78.932566
Trachemys scripta scripta,35.999478,-80.402123
Trachemys scripta scripta,35.994906,-75.664434
Trachemys scripta scripta,35.994774,-75.664391
Trachemys scripta scripta,35.994228,-76.938626
Trachemys scripta scripta,35.994,-78.8986
Trachemys scripta scripta,35.992129,-78.592426
Trachemys scripta scripta,35.992085,-78.592231
Trachemys scripta scripta,35.989882,-75.664589
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.98979,-75.664527
Trachemys scripta scripta,35.989645,-75.664754
Trachemys scripta scripta,35.989645,-75.664754
Trachemys scripta scripta,35.989577,-75.663657
Trachemys scripta scripta,35.989543,-75.66484
Trachemys scripta scripta,35.989543,-75.66484
Trachemys scripta scripta,35.989514,-75.665207
Trachemys scripta scripta,35.989363,-75.665917
Trachemys scripta scripta,35.989181,-75.667161
Trachemys scripta scripta,35.988252,-75.667326
Trachemys scripta scripta,35.98823,-75.667297
Trachemys scripta scripta,35.988194,-75.667386
Trachemys scripta scripta,35.988133,-75.667306
Trachemys scripta scripta,35.988063,-75.667726
Trachemys scripta scripta,35.987995,-75.667723
Trachemys scripta scripta,35.983448,-75.664447
Trachemys scripta scripta,35.978981,-79.000942
Trachemys scripta scripta,35.97892,-78.52642
Trachemys scripta scripta,35.976742,-78.816154
Trachemys scripta scripta,35.976453,-76.074
Trachemys scripta scripta,35.976453,-76.074
Trachemys scripta scripta,35.976453,-76.074
Trachemys scripta scripta,35.972605,-76.204254
Trachemys scripta scripta,35.972117,-78.967643
Trachemys scripta scripta,35.969353,-78.96431
Trachemys scripta scripta,35.96811,-78.966941
Trachemys scripta scripta,35.967883,-78.966988
Trachemys scripta scripta,35.967609,-78.967041
Trachemys scripta scripta,35.967443,-78.966575
Trachemys scripta scripta,35.967392,-78.967758
Trachemys scripta scripta,35.967377,-75.820817
Trachemys scripta scripta,35.967224,-78.969444
Trachemys scripta scripta,35.967149,-78.967745
Trachemys scripta scripta,35.967082,-78.58558
Trachemys scripta scripta,35.9574,-75.6241
Trachemys scripta scripta,35.9574,-75.6241
Trachemys scripta scripta,35.957392,-75.624062
Trachemys scripta scripta,35.957392,-75.624062
Trachemys scripta scripta,35.956833,-78.555192
Trachemys scripta scripta,35.955552,-75.626955
Trachemys scripta scripta,35.952358,-79.539467
Trachemys scripta scripta,35.950108,-76.498716
Trachemys scripta scripta,35.949967,-78.48848
Trachemys scripta scripta,35.949571,-78.49676
Trachemys scripta scripta,35.949526,-78.496768
Trachemys scripta scripta,35.948669,-78.956304
Trachemys scripta scripta,35.946574,-75.921652
Trachemys scripta scripta,35.944748,-75.624796
Trachemys scripta scripta,35.941183,-79.047266
Trachemys scripta scripta,35.940802,-75.905117
Trachemys scripta scripta,35.937823,-78.50017
Trachemys scripta scripta,35.936003,-77.981987
Trachemys scripta scripta,35.933611,-78.4025
Trachemys scripta scripta,35.930247,-79.080154
Trachemys scripta scripta,35.929448,-75.878697
Trachemys scripta scripta,35.928185,-75.723499
Trachemys scripta scripta,35.928181,-75.72215
Trachemys scripta scripta,35.927288,-78.599587
Trachemys scripta scripta,35.923909,-78.598966
Trachemys scripta scripta,35.923482,-78.599214
Trachemys scripta scripta,35.923482,-78.599214
Trachemys scripta scripta,35.921337,-78.923242
Trachemys scripta scripta,35.920702,-78.923528
Trachemys scripta scripta,35.91802,-78.979201
Trachemys scripta scripta,35.9177,-76.2522
Trachemys scripta scripta,35.9177,-76.2522
Trachemys scripta scripta,35.917295,-78.979125
Trachemys scripta scripta,35.916187,-76.254133
Trachemys scripta scripta,35.915241,-79.005109
Trachemys scripta scripta,35.91476,-76.254652
Trachemys scripta scripta,35.914539,-76.257278
Trachemys scripta scripta,35.913555,-78.969453
Trachemys scripta scripta,35.910676,-78.691988
Trachemys scripta scripta,35.908858,-78.949628
Trachemys scripta scripta,35.903187,-78.84316
Trachemys scripta scripta,35.894852,-78.579037
Trachemys scripta scripta,35.893741,-79.09099
Trachemys scripta scripta,35.892893,-78.577135
Trachemys scripta scripta,35.892667,-78.578475
Trachemys scripta scripta,35.892647,-78.577645
Trachemys scripta scripta,35.892526,-78.577696
Trachemys scripta scripta,35.892472,-78.577688
Trachemys scripta scripta,35.892425,-78.579253
Trachemys scripta scripta,35.891805,-78.583588
Trachemys scripta scripta,35.891697,-79.019073
Trachemys scripta scripta,35.891437,-78.577455
Trachemys scripta scripta,35.889827,-78.624496
Trachemys scripta scripta,35.889553,-79.013455
Trachemys scripta scripta,35.888892,-75.864759
Trachemys scripta scripta,35.885778,-75.584495
Trachemys scripta scripta,35.884595,-75.938208
Trachemys scripta scripta,35.884519,-75.671512
Trachemys scripta scripta,35.88311,-78.70059
Trachemys scripta scripta,35.882628,-78.570506
Trachemys scripta scripta,35.882605,-78.700186
Trachemys scripta scripta,35.882029,-75.903992
Trachemys scripta scripta,35.8811,-79.08303
Trachemys scripta scripta,35.880868,-78.700872
Trachemys scripta scripta,35.879951,-78.877357
Trachemys scripta scripta,35.875596,-75.660309
Trachemys scripta scripta,35.869176,-80.130284
Trachemys scripta scripta,35.867779,-75.885086
Trachemys scripta scripta,35.867779,-75.885086
Trachemys scripta scripta,35.867779,-75.885086
Trachemys scripta scripta,35.864285,-78.405797
Trachemys scripta scripta,35.8638,-75.861038
Trachemys scripta scripta,35.86261,-77.045044
Trachemys scripta scripta,35.861145,-75.861633
Trachemys scripta scripta,35.861145,-75.861633
Trachemys scripta scripta,35.861145,-75.861633
Trachemys scripta scripta,35.861145,-75.861633
Trachemys scripta scripta,35.860299,-75.933016
Trachemys scripta scripta,35.860028,-78.662885
Trachemys scripta scripta,35.859987,-78.982247
Trachemys scripta scripta,35.859876,-78.662645
Trachemys scripta scripta,35.857489,-76.669588
Trachemys scripta scripta,35.857178,-75.889165
Trachemys scripta scripta,35.856522,-78.889288
Trachemys scripta scripta,35.856117,-78.882012
Trachemys scripta scripta,35.855947,-78.884186
Trachemys scripta scripta,35.855875,-78.884155
Trachemys scripta scripta,35.855444,-75.854664
Trachemys scripta scripta,35.85481,-75.890055
Trachemys scripta scripta,35.854327,-75.918185
Trachemys scripta scripta,35.853846,-75.915596
Trachemys scripta scripta,35.853658,-75.918636
Trachemys scripta scripta,35.851743,-75.892586
Trachemys scripta scripta,35.850178,-78.742653
Trachemys scripta scripta,35.849858,-75.873633
Trachemys scripta scripta,35.849755,-75.873917
Trachemys scripta scripta,35.84971,-75.874379
Trachemys scripta scripta,35.84935,-78.530392
Trachemys scripta scripta,35.849204,-75.918635
Trachemys scripta scripta,35.848987,-75.879822
Trachemys scripta scripta,35.848987,-75.879822
Trachemys scripta scripta,35.84507,-78.9879
Trachemys scripta scripta,35.842422,-78.386712
Trachemys scripta scripta,35.842239,-75.881042
Trachemys scripta scripta,35.841228,-75.912767
Trachemys scripta scripta,35.840586,-75.915936
Trachemys scripta scripta,35.83953,-75.900658
Trachemys scripta scripta,35.839061,-86.388122
Trachemys scripta scripta,35.838842,-75.880744
Trachemys scripta scripta,35.838584,-78.986799
Trachemys scripta scripta,35.836465,-78.970967
Trachemys scripta scripta,35.835753,-78.772415
Trachemys scripta scripta,35.835648,-78.807517
Trachemys scripta scripta,35.835101,-75.563105
Trachemys scripta scripta,35.833626,-78.787794
Trachemys scripta scripta,35.833562,-78.787777
Trachemys scripta scripta,35.831738,-75.885558
Trachemys scripta scripta,35.831648,-78.787115
Trachemys scripta scripta,35.831372,-75.847138
Trachemys scripta scripta,35.831234,-75.843165
Trachemys scripta scripta,35.831208,-75.84361
Trachemys scripta scripta,35.830017,-75.85743
Trachemys scripta scripta,35.827619,-86.38987
Trachemys scripta scripta,35.827044,-75.881531
Trachemys scripta scripta,35.825886,-76.244087
Trachemys scripta scripta,35.825886,-76.244087
Trachemys scripta scripta,35.824897,-79.143836
Trachemys scripta scripta,35.822468,-75.8776
Trachemys scripta scripta,35.820617,-78.413684
Trachemys scripta scripta,35.818898,-78.413726
Trachemys scripta scripta,35.817724,-75.800887
Trachemys scripta scripta,35.815247,-75.824943
Trachemys scripta scripta,35.815247,-75.824943
Trachemys scripta scripta,35.812129,-76.6643
Trachemys scripta scripta,35.81179,-78.715467
Trachemys scripta scripta,35.811689,-75.916457
Trachemys scripta scripta,35.811646,-78.716818
Trachemys scripta scripta,35.811639,-78.717071
Trachemys scripta scripta,35.811612,-78.716897
Trachemys scripta scripta,35.811471,-78.716891
Trachemys scripta scripta,35.81147,-78.716932
Trachemys scripta scripta,35.811038,-78.716525
Trachemys scripta scripta,35.807095,-75.885831
Trachemys scripta scripta,35.806105,-78.606292
Trachemys scripta scripta,35.805671,-75.801196
Trachemys scripta scripta,35.805136,-76.45197
Trachemys scripta scripta,35.804497,-78.462587
Trachemys scripta scripta,35.801517,-78.535347
Trachemys scripta scripta,35.801342,-75.806825
Trachemys scripta scripta,35.80079,-81.411242
Trachemys scripta scripta,35.800454,-81.411718
Trachemys scripta scripta,35.797755,-78.687387
Trachemys scripta scripta,35.793653,-78.684655
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792761,-75.876626
Trachemys scripta scripta,35.792075,-76.409419
Trachemys scripta scripta,35.791641,-76.410361
Trachemys scripta scripta,35.791465,-78.302952
Trachemys scripta scripta,35.791208,-76.410398
Trachemys scripta scripta,35.790811,-75.826844
Trachemys scripta scripta,35.789987,-77.534541
Trachemys scripta scripta,35.789917,-78.30051
Trachemys scripta scripta,35.78838,-76.189575
Trachemys scripta scripta,35.787718,-75.843209
Trachemys scripta scripta,35.787178,-75.880746
Trachemys scripta scripta,35.786779,-76.481796
Trachemys scripta scripta,35.786084,-78.855376
Trachemys scripta scripta,35.785781,-75.840005
Trachemys scripta scripta,35.785775,-76.518081
Trachemys scripta scripta,35.785332,-75.82867
Trachemys scripta scripta,35.782691,-75.828932
Trachemys scripta scripta,35.782105,-78.80378
Trachemys scripta scripta,35.7804,-78.6391
Trachemys scripta scripta,35.7804,-78.6391
Trachemys scripta scripta,35.7804,-78.6391
Trachemys scripta scripta,35.7801,-78.63882
Trachemys scripta scripta,35.77996,-79.058395
Trachemys scripta scripta,35.779952,-78.664952
Trachemys scripta scripta,35.779853,-78.6643
Trachemys scripta scripta,35.779621,-75.854805
Trachemys scripta scripta,35.779514,-78.88147
Trachemys scripta scripta,35.779183,-78.884357
Trachemys scripta scripta,35.777487,-78.900355
Trachemys scripta scripta,35.777139,-78.900754
Trachemys scripta scripta,35.777129,-78.900382
Trachemys scripta scripta,35.777117,-78.900769
Trachemys scripta scripta,35.776825,-78.900604
Trachemys scripta scripta,35.776824,-78.901487
Trachemys scripta scripta,35.776684,-78.901406
Trachemys scripta scripta,35.776634,-78.901405
Trachemys scripta scripta,35.776504,-78.901155
Trachemys scripta scripta,35.776455,-78.827355
Trachemys scripta scripta,35.775556,-79.053362
Trachemys scripta scripta,35.77541,-78.823393
Trachemys scripta scripta,35.774372,-78.854845
Trachemys scripta scripta,35.7739,-79.802047
Trachemys scripta scripta,35.773472,-79.8024
Trachemys scripta scripta,35.773294,-78.679111
Trachemys scripta scripta,35.772096,-78.638614
Trachemys scripta scripta,35.771733,-78.679121
Trachemys scripta scripta,35.769592,-79.054731
Trachemys scripta scripta,35.769505,-78.681463
Trachemys scripta scripta,35.769399,-79.054707
Trachemys scripta scripta,35.76778,-75.795508
Trachemys scripta scripta,35.767622,-79.053282
Trachemys scripta scripta,35.766027,-78.896126
Trachemys scripta scripta,35.765374,-78.548641
Trachemys scripta scripta,35.763914,-78.70496
Trachemys scripta scripta,35.762123,-78.681214
Trachemys scripta scripta,35.762021,-78.810841
Trachemys scripta scripta,35.759853,-78.843553
Trachemys scripta scripta,35.759675,-78.983525
Trachemys scripta scripta,35.753063,-79.89115
Trachemys scripta scripta,35.749306,-75.798343
Trachemys scripta scripta,35.748479,-75.952356
Trachemys scripta scripta,35.746083,-79.359795
Trachemys scripta scripta,35.744687,-75.784024
Trachemys scripta scripta,35.739297,-75.506988
Trachemys scripta scripta,35.737495,-75.50308
Trachemys scripta scripta,35.735762,-79.588058
Trachemys scripta scripta,35.73459,-75.506488
Trachemys scripta scripta,35.733524,-79.037573
Trachemys scripta scripta,35.732718,-78.44687
Trachemys scripta scripta,35.732402,-78.888589
Trachemys scripta scripta,35.728858,-78.87632
Trachemys scripta scripta,35.72876,-79.035744
Trachemys scripta scripta,35.72869,-79.034202
Trachemys scripta scripta,35.72675,-78.911613
Trachemys scripta scripta,35.725312,-78.700197
Trachemys scripta scripta,35.723451,-76.464157
Trachemys scripta scripta,35.723405,-78.93393
Trachemys scripta scripta,35.72172,-78.692041
Trachemys scripta scripta,35.721439,-78.688841
Trachemys scripta scripta,35.721439,-78.688841
Trachemys scripta scripta,35.72094,-78.515192
Trachemys scripta scripta,35.720146,-79.177237
Trachemys scripta scripta,35.71829,-78.906287
Trachemys scripta scripta,35.717319,-78.740018
Trachemys scripta scripta,35.717035,-75.495354
Trachemys scripta scripta,35.716815,-75.493735
Trachemys scripta scripta,35.716684,-75.493694
Trachemys scripta scripta,35.716667,-75.493738
Trachemys scripta scripta,35.716667,-75.493738
Trachemys scripta scripta,35.716161,-75.493073
Trachemys scripta scripta,35.715827,-75.493045
Trachemys scripta scripta,35.715781,-75.49325
Trachemys scripta scripta,35.715747,-75.493208
Trachemys scripta scripta,35.715744,-75.493227
Trachemys scripta scripta,35.71568,-75.493148
Trachemys scripta scripta,35.715603,-75.493111
Trachemys scripta scripta,35.715598,-75.493182
Trachemys scripta scripta,35.715598,-75.493182
Trachemys scripta scripta,35.715596,-75.493287
Trachemys scripta scripta,35.715569,-75.493091
Trachemys scripta scripta,35.715567,-75.493144
Trachemys scripta scripta,35.715543,-75.49313
Trachemys scripta scripta,35.715541,-75.493177
Trachemys scripta scripta,35.71554,-75.493145
