Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Trachemys_scripta_scripta_10,1641,2.3606,2.4675,500,0.9671,31630,0.0000,1.3894,4.4503,0.3873,0.0000,29.0397,0.0699,0.6093,28.3709,0.8764,6.1962,1.1308,4.0817,11.2180,8.9503,0.8419,0.6591,1.0275,0.7012,0.0000,42.0570,2.1114,1.4374,0.0000,0.4328,0.2542,2.8890,24.2454,1.9062,8.7061,0.8601,1.5367,3.3562,5.9466,1.6339,0.0165,0.5540,2.0564,2.3613,2.3517,2.3620,2.3601,2.3587,2.3612,2.3586,2.3606,2.3530,2.3591,2.3531,2.3557,2.3523,2.3587,2.3510,2.3614,2.3601,2.3600,2.3513,1.4489,1.1222,1.4157,1.3857,1.1341,1.6398,0.9993,1.1850,1.6705,0.9993,1.6113,0.5674,1.1982,0.7984,1.1755,1.2851,0.4901,0.6087,1.1804,8.0059,0.0554,1.0000,0.0147,0.1885,0.0030,5.0000,0.0987,0.0988,0.0311,10.0000,0.2407,0.0710,0.0622,0.1838,0.0020,0.3193,0.0000,14.4166,0.3910,0.0597,0.0999,10.9597,0.2692,0.0679,0.0676,8.5319,0.1982,0.0767,0.0481,1.5699,0.0248,0.1609,0.0037,5.4758,0.1113,0.0948,0.0323
Trachemys_scripta_scripta_11,1641,2.3469,2.4555,500,0.9668,31627,0.9529,0.6793,0.0103,0.2476,0.3545,19.6336,0.0811,0.2457,31.9449,1.1360,9.9689,1.5242,4.6138,12.4769,12.6828,1.6150,0.3276,0.4792,1.0255,0.6373,50.3897,0.0539,1.2190,1.3255,0.0514,0.5941,0.1351,22.0722,2.1020,7.6943,1.0382,2.6135,1.0960,6.0151,0.4074,0.0249,0.2518,2.2787,2.3495,2.3360,2.3483,2.3507,2.3488,2.3492,2.3441,2.3472,2.3400,2.3426,2.3427,2.3431,2.3338,2.3481,2.3381,2.3492,2.3503,2.3487,2.3391,1.4765,1.1308,1.4382,1.3415,1.1173,1.5692,0.9455,1.1600,1.6129,0.9610,1.5956,0.5919,1.2156,0.8109,1.1878,1.3015,0.5011,0.6158,1.1981,8.0221,0.0563,1.0000,0.0154,0.1907,0.0037,5.0000,0.0988,0.1014,0.0280,10.0000,0.2271,0.0730,0.0646,0.3501,0.0042,0.2644,0.0000,14.7742,0.4002,0.0600,0.0999,10.9790,0.2562,0.0696,0.0695,4.1570,0.0787,0.1102,0.0171,1.5957,0.0256,0.1624,0.0049,5.5924,0.1137,0.0963,0.0347
Trachemys_scripta_scripta_12,1641,2.3916,2.4964,500,0.9676,31627,1.1182,1.6526,3.6448,0.2027,0.0782,15.7849,0.8194,1.0917,35.4737,0.9843,9.1274,0.1304,3.4625,10.9906,9.9904,2.9650,1.1537,0.4532,0.8765,0.0399,58.5367,0.0210,0.7920,0.0125,0.0304,0.6119,2.6394,21.6123,2.1138,3.6256,0.3329,1.5964,4.0788,2.8573,0.0000,0.0044,0.1993,0.8955,2.3891,2.3792,2.3921,2.3917,2.3919,2.3931,2.3863,2.3916,2.3784,2.3871,2.3851,2.3888,2.3778,2.3898,2.3815,2.3912,2.3910,2.3920,2.3866,1.4508,1.1497,1.4044,1.3578,1.1162,1.6022,0.9417,1.1616,1.6449,0.9719,1.6189,0.5887,1.2126,0.7993,1.2153,1.2682,0.4933,0.6168,1.1752,7.9790,0.0543,1.0000,0.0148,0.1722,0.0037,5.0000,0.1125,0.0918,0.0256,10.0000,0.2667,0.0685,0.0567,0.1533,0.0016,0.3101,0.0000,15.0459,0.4535,0.0578,0.0999,11.4105,0.3195,0.0647,0.0646,5.3303,0.1223,0.0893,0.0256,1.8012,0.0308,0.1380,0.0061,4.9352,0.1110,0.0923,0.0256
Trachemys_scripta_scripta_13,1641,2.3983,2.4980,500,0.9676,31630,0.0258,2.4159,0.0213,0.3564,0.5961,14.3898,0.0434,0.0017,40.5182,1.1508,8.5404,1.6565,2.9848,10.7054,10.6174,2.1757,2.3091,0.6133,0.8781,0.0000,47.6606,0.4524,1.5469,2.8486,0.5405,0.1276,0.0000,22.8881,1.4017,8.4542,0.7589,1.0698,5.5844,4.8379,0.4305,0.1498,0.2923,0.9557,2.3971,2.3822,2.3999,2.4000,2.3968,2.3998,2.3960,2.3990,2.3894,2.3947,2.3882,2.3935,2.3910,2.3918,2.3871,2.3995,2.3977,2.3978,2.3919,1.4525,1.1340,1.4079,1.3850,1.1411,1.6371,0.9930,1.1884,1.6804,0.9986,1.6435,0.6349,1.1782,0.7758,1.1871,1.2802,0.4891,0.6047,1.1752,7.9760,0.0543,1.0000,0.0139,0.1702,0.0055,5.0000,0.1212,0.0899,0.0299,10.0000,0.2790,0.0676,0.0561,0.4098,0.0047,0.2345,0.0000,15.1183,0.4813,0.0576,0.0993,11.4570,0.3404,0.0640,0.0640,4.7387,0.1142,0.0918,0.0256,0.7382,0.0100,0.1905,0.0006,4.7097,0.1130,0.0920,0.0256
Trachemys_scripta_scripta_14,1641,2.3870,2.4849,500,0.9674,31628,0.0739,0.9091,0.0021,0.1992,0.7083,24.6540,0.0760,0.0102,30.2312,0.9187,7.3818,1.5360,3.3651,11.9219,11.6838,2.3511,1.8035,0.8070,1.3668,0.0092,60.3499,0.0039,1.4350,1.9706,0.2544,0.2156,0.1305,15.2411,1.5884,6.8118,0.7225,1.9453,3.8429,3.8726,0.0000,0.1460,0.2028,1.2576,2.3890,2.3762,2.3868,2.3859,2.3885,2.3880,2.3865,2.3873,2.3753,2.3837,2.3804,2.3813,2.3791,2.3826,2.3774,2.3874,2.3875,2.3877,2.3811,1.4723,1.1466,1.4363,1.3904,1.1750,1.6325,0.9730,1.2144,1.6630,0.9946,1.6445,0.5911,1.2359,0.8233,1.2016,1.2997,0.5134,0.6292,1.1835,7.9862,0.0547,1.0000,0.0153,0.1736,0.0030,5.0000,0.1130,0.0927,0.0305,10.0000,0.2648,0.0691,0.0597,0.0294,0.0004,0.4455,0.0000,14.9428,0.4479,0.0582,0.0999,10.7126,0.2860,0.0670,0.0670,4.5947,0.0993,0.0961,0.0244,1.4280,0.0230,0.1529,0.0030,4.9704,0.1115,0.0930,0.0305
Trachemys_scripta_scripta_15,1641,2.3709,2.4737,500,0.9671,31625,0.0000,1.5255,3.2362,0.4426,0.3546,21.3112,0.0670,0.5894,33.7092,1.1921,7.0441,0.6831,4.2501,10.0628,9.5771,3.5699,0.5893,0.8461,0.9498,0.0000,21.6118,0.1908,2.2301,6.0854,0.1792,0.7087,0.0000,34.8209,2.0603,5.4943,1.5439,2.0299,2.0908,16.7067,1.7781,0.4548,0.4363,1.5779,2.3709,2.3624,2.3724,2.3720,2.3722,2.3714,2.3675,2.3696,2.3615,2.3666,2.3672,2.3663,2.3579,2.3691,2.3574,2.3723,2.3719,2.3731,2.3699,1.4358,1.1311,1.3941,1.3895,1.1602,1.6065,0.9711,1.2001,1.6414,1.0107,1.6014,0.6191,1.1876,0.7799,1.2114,1.2624,0.4906,0.6181,1.1739,8.0058,0.0556,1.0000,0.0147,0.1853,0.0030,5.0000,0.1043,0.0976,0.0299,10.0000,0.2465,0.0707,0.0561,0.3003,0.0036,0.2698,0.0000,15.3654,0.4411,0.0582,0.0999,11.6495,0.3048,0.0658,0.0664,7.3032,0.1647,0.0820,0.0420,1.4521,0.0225,0.1621,0.0037,5.3396,0.1118,0.0948,0.0329
Trachemys_scripta_scripta_16,1641,2.3758,2.4800,500,0.9674,31623,1.3774,0.8100,3.2454,0.4600,0.3467,18.4326,0.0557,0.4718,36.8618,0.8855,6.1850,0.4320,3.8723,11.1438,9.2069,3.9609,1.1667,0.3974,0.6881,0.3927,44.8833,1.6500,0.9302,0.7644,0.0155,0.7496,0.3374,24.3205,1.7536,4.2787,1.0377,1.4943,5.4121,9.1176,0.7766,0.0252,0.2675,1.7931,2.3750,2.3605,2.3738,2.3721,2.3747,2.3728,2.3706,2.3748,2.3642,2.3722,2.3681,2.3707,2.3648,2.3712,2.3606,2.3740,2.3738,2.3726,2.3698,1.4490,1.1432,1.4078,1.3625,1.1150,1.5934,0.9543,1.1639,1.6337,0.9879,1.5916,0.5687,1.1887,0.7929,1.2067,1.2751,0.4909,0.6333,1.1835,7.9906,0.0548,1.0000,0.0146,0.1801,0.0030,5.0000,0.1047,0.0960,0.0256,10.0000,0.2461,0.0697,0.0646,0.1186,0.0013,0.3484,0.0000,14.4341,0.4062,0.0590,0.0987,10.8216,0.2747,0.0672,0.0670,5.5154,0.1180,0.0919,0.0256,1.5394,0.0249,0.1540,0.0055,5.3247,0.1132,0.0934,0.0256
Trachemys_scripta_scripta_17,1641,2.3879,2.4849,500,0.9672,31632,0.0000,1.2967,3.7508,0.3248,0.4682,10.4957,0.0618,0.2567,39.1429,0.5815,12.5146,0.2677,2.5412,12.2583,10.0923,4.4196,0.3027,0.3698,0.8545,0.0000,56.0728,0.1254,1.7100,2.0980,0.3711,0.3419,0.0543,19.4455,0.8886,8.1912,0.3742,1.6378,2.7830,4.4430,0.4074,0.0007,0.3934,0.6618,2.3866,2.3733,2.3912,2.3886,2.3873,2.3880,2.3844,2.3915,2.3782,2.3845,2.3761,2.3848,2.3782,2.3861,2.3786,2.3873,2.3883,2.3888,2.3854,1.4648,1.1357,1.4194,1.3505,1.1247,1.6000,0.9518,1.1661,1.6402,0.9620,1.6251,0.6134,1.1909,0.7865,1.1943,1.2881,0.4969,0.6166,1.1722,7.9832,0.0546,1.0000,0.0147,0.1727,0.0043,5.0000,0.1185,0.0918,0.0280,10.0000,0.2696,0.0689,0.0585,0.0809,0.0009,0.3737,0.0000,14.7299,0.4346,0.0585,0.0993,11.1178,0.3063,0.0658,0.0658,4.8143,0.1118,0.0932,0.0244,1.4140,0.0222,0.1516,0.0061,4.8842,0.1148,0.0927,0.0256
Trachemys_scripta_scripta_18,1641,2.3789,2.4833,500,0.9674,31622,0.0224,3.0875,0.0050,0.4841,0.6124,9.6292,0.0859,0.2129,43.6153,1.3276,7.8386,0.4170,3.8763,11.3875,13.7616,0.0038,2.3335,0.7119,0.5874,0.0000,47.1084,0.0176,1.5729,2.2384,0.2352,0.5630,0.0021,31.1022,1.6280,4.1155,0.6466,1.2996,3.0898,5.3236,0.0000,0.1270,0.3323,0.5977,2.3799,2.3663,2.3805,2.3778,2.3766,2.3766,2.3736,2.3790,2.3647,2.3734,2.3740,2.3730,2.3665,2.3748,2.3642,2.3768,2.3793,2.3772,2.3742,1.4547,1.1455,1.4122,1.3344,1.0995,1.5929,0.9324,1.1422,1.6326,0.9666,1.5877,0.5970,1.2214,0.7972,1.2156,1.2728,0.4913,0.6382,1.1733,7.9914,0.0548,1.0000,0.0146,0.1826,0.0037,5.0000,0.1008,0.0955,0.0299,10.0000,0.2482,0.0693,0.0573,0.0673,0.0008,0.4010,0.0000,15.5707,0.4663,0.0573,0.0999,11.3266,0.3018,0.0654,0.0658,5.3906,0.1127,0.0923,0.0299,1.1466,0.0174,0.1741,0.0037,5.2445,0.1070,0.0934,0.0299
Trachemys_scripta_scripta_19,1641,2.3829,2.4885,500,0.9671,31631,1.1824,2.0117,0.0065,0.3501,0.0302,12.8042,0.0464,0.6544,41.6871,0.9106,7.9022,2.1381,3.1938,11.2203,12.4049,0.0628,2.2191,0.4449,0.7304,0.7902,41.6313,0.0198,1.4959,0.4596,0.8980,0.2156,1.1904,36.9819,1.5950,3.2114,0.5508,1.1401,4.4191,4.6414,0.0410,0.0093,0.2347,0.4746,2.3842,2.3712,2.3841,2.3835,2.3839,2.3852,2.3818,2.3827,2.3683,2.3787,2.3793,2.3793,2.3757,2.3785,2.3736,2.3789,2.3818,2.3831,2.3795,1.4288,1.1409,1.3792,1.3850,1.1255,1.6096,0.9508,1.1711,1.6615,0.9977,1.6145,0.5916,1.1731,0.7749,1.2011,1.2477,0.4817,0.6265,1.1789,7.9836,0.0545,1.0000,0.0144,0.1782,0.0049,5.0000,0.1071,0.0924,0.0305,10.0000,0.2652,0.0681,0.0542,0.0562,0.0007,0.4079,0.0000,15.0890,0.4777,0.0576,0.0999,11.3093,0.3217,0.0646,0.0646,6.9402,0.1683,0.0801,0.0378,1.3409,0.0203,0.1600,0.0049,4.9709,0.1064,0.0927,0.0305
Trachemys_scripta_scripta (average),1641.0000,2.3847,2.4872,500.0000,0.9674,31627.4500,0.5310,1.8383,1.2038,0.3146,0.3741,19.1757,0.1252,0.3436,34.5405,0.9777,8.8541,0.9885,3.2033,11.6886,11.7119,1.2990,1.3429,0.5987,0.8883,0.0957,48.7790,0.3145,1.3842,1.9736,0.3952,0.3988,0.4518,23.9546,1.6927,5.9209,0.7435,1.6647,4.2920,5.7303,0.6324,0.0593,0.2867,1.2301,2.3850,2.3723,2.3851,2.3847,2.3843,2.3844,2.3820,2.3846,2.3747,2.3805,2.3776,2.3798,2.3745,2.3810,2.3731,2.3846,2.3852,2.3839,2.3788,1.4506,1.1368,1.4094,1.3767,1.1381,1.6198,0.9691,1.1833,1.6571,0.9936,1.6202,0.5981,1.2026,0.7940,1.2002,1.2754,0.4934,0.6216,1.1800,7.9862,0.0546,1.0000,0.0148,0.1769,0.0034,5.0000,0.1095,0.0935,0.0297,10.0000,0.2605,0.0689,0.0580,0.2003,0.0025,0.3281,0.0000,14.9049,0.4472,0.0582,0.0997,11.1597,0.3036,0.0657,0.0659,5.9907,0.1401,0.0879,0.0316,1.3704,0.0216,0.1592,0.0039,5.0573,0.1108,0.0930,0.0298
