Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_10 contribution,bio_11 contribution,bio_12 contribution,bio_13 contribution,bio_14 contribution,bio_15 contribution,bio_16 contribution,bio_17 contribution,bio_18 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_4 contribution,bio_5 contribution,bio_6 contribution,bio_7 contribution,bio_8 contribution,bio_9 contribution,bio_1 permutation importance,bio_10 permutation importance,bio_11 permutation importance,bio_12 permutation importance,bio_13 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_16 permutation importance,bio_17 permutation importance,bio_18 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_5 permutation importance,bio_6 permutation importance,bio_7 permutation importance,bio_8 permutation importance,bio_9 permutation importance,Training gain without bio_1,Training gain without bio_10,Training gain without bio_11,Training gain without bio_12,Training gain without bio_13,Training gain without bio_14,Training gain without bio_15,Training gain without bio_16,Training gain without bio_17,Training gain without bio_18,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_4,Training gain without bio_5,Training gain without bio_6,Training gain without bio_7,Training gain without bio_8,Training gain without bio_9,Training gain with only bio_1,Training gain with only bio_10,Training gain with only bio_11,Training gain with only bio_12,Training gain with only bio_13,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_16,Training gain with only bio_17,Training gain with only bio_18,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_5,Training gain with only bio_6,Training gain with only bio_7,Training gain with only bio_8,Training gain with only bio_9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Trachemys_scripta_scripta_10,3152,1.8640,1.9453,500,0.9433,33137,3.5046,0.0674,12.7488,1.0310,0.6223,27.4134,0.0661,0.0018,12.2491,0.2012,21.3950,0.1530,6.2989,10.3177,0.4773,1.8043,0.5991,0.3736,0.6753,47.9776,0.6703,0.5113,2.1618,2.6615,0.7713,0.4908,0.0611,12.8405,0.4468,8.1712,0.0966,4.0992,3.5237,2.0870,8.7121,0.4186,1.2493,3.0495,1.8629,1.8640,1.8654,1.8637,1.8652,1.8654,1.8630,1.8633,1.8592,1.8645,1.8592,1.8654,1.8552,1.8597,1.8614,1.8645,1.8640,1.8624,1.8571,1.2728,0.8261,1.3414,0.9798,0.7177,1.2171,0.9721,0.7807,1.2277,0.5340,1.2723,0.1708,1.1326,0.8721,0.7147,1.2866,0.5550,0.3893,1.1134,8.5481,0.0933,1.0000,0.0277,0.2254,0.0019,5.0000,0.1724,0.1461,0.0206,10.0000,0.3371,0.1187,0.0622,0.0795,0.0016,0.4028,0.0000,13.4534,0.4315,0.1076,0.0993,13.9754,0.4413,0.1062,0.1060,5.5104,0.1925,0.1421,0.0216,1.7044,0.0483,0.1965,0.0032,3.9874,0.1341,0.1556,0.0168
Trachemys_scripta_scripta_11,3152,1.8716,1.9573,500,0.9438,33134,3.2253,0.0327,12.5436,0.6756,1.0636,33.4223,0.1229,0.0618,0.2879,0.4106,26.5000,0.6017,5.1323,11.8396,0.2759,2.4690,0.1942,0.3197,0.8215,41.1456,0.2446,1.1532,1.2533,2.0542,0.2853,0.5872,1.1435,10.5013,0.7546,9.4626,0.3835,5.1616,5.8870,1.1725,13.4188,0.3657,1.0991,3.9263,1.8698,1.8700,1.8707,1.8711,1.8697,1.8716,1.8670,1.8700,1.8674,1.8690,1.8645,1.8707,1.8591,1.8676,1.8693,1.8692,1.8712,1.8686,1.8618,1.2688,0.8219,1.3363,0.9427,0.6891,1.1979,0.9720,0.7540,1.2036,0.5241,1.2660,0.1888,1.1418,0.8500,0.7122,1.2763,0.5392,0.3880,1.1073,8.5408,0.0928,1.0000,0.0302,0.2189,0.0019,5.0000,0.1785,0.1450,0.0174,10.0000,0.3480,0.1184,0.0552,0.3668,0.0096,0.2726,0.0000,13.7046,0.4366,0.1070,0.0996,14.2509,0.4472,0.1055,0.1060,5.5511,0.1967,0.1409,0.0203,1.2585,0.0377,0.2073,0.0022,3.9524,0.1374,0.1545,0.0136
Trachemys_scripta_scripta_12,3152,1.8567,1.9408,500,0.9432,33137,1.8688,0.6329,16.1092,0.8195,0.2440,28.6663,0.8331,0.1785,9.8659,0.5584,19.9149,0.3079,7.2834,9.1556,0.6200,0.9052,0.5025,0.3610,1.1729,34.4651,1.3023,0.0629,1.1533,1.8849,0.4602,0.7333,1.1124,8.7571,1.1128,9.7257,0.0321,6.0149,3.8333,2.0770,21.4511,0.5031,1.0183,4.3003,1.8552,1.8575,1.8577,1.8574,1.8555,1.8579,1.8531,1.8575,1.8525,1.8562,1.8514,1.8581,1.8433,1.8551,1.8538,1.8556,1.8573,1.8570,1.8492,1.2788,0.8361,1.3468,0.9530,0.7013,1.1760,0.9811,0.7614,1.1942,0.5146,1.2360,0.1784,1.1483,0.8557,0.7256,1.2865,0.5467,0.3847,1.1179,8.5585,0.0943,1.0000,0.0293,0.2261,0.0035,5.0000,0.1669,0.1485,0.0197,10.0000,0.3281,0.1202,0.0612,0.1302,0.0025,0.3636,0.0000,13.7003,0.4313,0.1079,0.0999,14.5055,0.4527,0.1057,0.1053,6.6275,0.2261,0.1368,0.0260,1.6509,0.0494,0.2001,0.0035,4.0850,0.1359,0.1572,0.0168
Trachemys_scripta_scripta_13,3152,1.8632,1.9433,500,0.9432,33134,3.1322,0.0451,13.0212,0.6505,0.2302,39.6909,1.9169,0.2883,0.1974,0.6933,19.6095,0.2186,6.8996,11.2176,0.7075,0.2945,0.5598,0.3315,0.2953,57.1632,0.2954,1.1596,1.3441,1.8860,0.3176,0.5084,1.5996,11.2370,0.8863,5.8690,0.1116,4.2711,2.2417,1.9075,5.1721,0.3196,0.4385,3.2718,1.8604,1.8639,1.8619,1.8622,1.8621,1.8644,1.8606,1.8632,1.8600,1.8615,1.8595,1.8647,1.8538,1.8600,1.8587,1.8616,1.8640,1.8617,1.8583,1.2934,0.8350,1.3594,0.9585,0.6960,1.2110,1.0170,0.7649,1.2167,0.5408,1.2617,0.1757,1.1435,0.8604,0.7175,1.3017,0.5535,0.3843,1.1236,8.5497,0.0935,1.0000,0.0275,0.2239,0.0038,5.0000,0.1744,0.1460,0.0228,10.0000,0.3482,0.1189,0.0603,0.1057,0.0020,0.3830,0.0000,13.6816,0.4395,0.1074,0.0999,14.2065,0.4524,0.1061,0.1060,5.4750,0.1936,0.1423,0.0238,1.5794,0.0456,0.1993,0.0048,3.9415,0.1358,0.1559,0.0155
Trachemys_scripta_scripta_14,3152,1.8699,1.9498,500,0.9435,33136,3.5024,0.0188,12.6800,0.5453,0.2770,30.8107,0.1674,0.2106,0.1496,0.4559,29.7381,0.2532,5.7195,12.8845,0.2828,1.0476,0.4941,0.3445,0.4179,39.3969,0.2156,1.7926,1.4336,1.4044,0.7738,0.3905,1.4613,11.1242,0.5555,9.5306,0.0018,3.6809,4.2384,1.0414,16.3672,0.5725,1.0740,4.9447,1.8669,1.8680,1.8687,1.8690,1.8682,1.8691,1.8676,1.8686,1.8644,1.8674,1.8627,1.8690,1.8556,1.8654,1.8656,1.8674,1.8689,1.8660,1.8621,1.2866,0.8353,1.3561,0.9714,0.7047,1.1955,0.9890,0.7691,1.2011,0.5226,1.2816,0.1855,1.1392,0.8698,0.7185,1.2953,0.5571,0.3909,1.1011,8.5421,0.0929,1.0000,0.0256,0.2205,0.0048,5.0000,0.1814,0.1443,0.0209,10.0000,0.3493,0.1180,0.0603,0.0531,0.0011,0.4383,0.0000,13.5294,0.4418,0.1071,0.0996,14.2782,0.4597,0.1051,0.1050,5.2388,0.1910,0.1425,0.0209,1.7475,0.0523,0.1894,0.0067,3.8448,0.1376,0.1547,0.0152
Trachemys_scripta_scripta_15,3152,1.8586,1.9402,500,0.9432,33139,3.4905,0.0333,10.9041,0.5274,0.7530,39.0926,0.0638,0.2596,0.2564,0.5280,21.9812,0.0830,5.8157,12.7682,0.3827,1.7692,0.5373,0.2261,0.5278,41.9419,0.4018,0.9956,1.9378,1.4691,0.6290,0.4179,5.5347,13.1167,0.9992,5.7952,0.1283,4.7569,2.4347,1.6705,12.2550,0.5502,0.9383,4.0272,1.8561,1.8590,1.8583,1.8575,1.8593,1.8585,1.8569,1.8577,1.8538,1.8582,1.8567,1.8589,1.8474,1.8558,1.8581,1.8575,1.8585,1.8576,1.8509,1.2842,0.8221,1.3532,0.9734,0.7104,1.2145,0.9938,0.7757,1.2164,0.5243,1.2669,0.1766,1.1383,0.8540,0.6976,1.2980,0.5454,0.3837,1.1217,8.5545,0.0938,1.0000,0.0290,0.2272,0.0025,5.0000,0.1634,0.1484,0.0235,10.0000,0.3297,0.1193,0.0603,0.1067,0.0020,0.3810,0.0000,13.8024,0.4361,0.1070,0.0996,14.4285,0.4529,0.1054,0.1056,5.4415,0.1781,0.1447,0.0241,1.5530,0.0454,0.2039,0.0025,4.1582,0.1355,0.1566,0.0184
Trachemys_scripta_scripta_16,3152,1.8619,1.9421,500,0.9431,33139,3.4391,0.0968,13.5599,0.6065,0.5374,38.6009,0.7222,0.0451,0.2175,0.8467,20.5870,0.3734,6.9693,10.0929,0.5468,1.6785,0.0101,0.4699,0.6001,41.6721,0.2159,1.4357,1.9871,2.0569,0.2105,0.6825,1.3769,11.8132,0.9670,7.5690,0.4453,6.0029,5.8552,1.9569,11.7208,0.1473,0.5662,3.3188,1.8602,1.8616,1.8612,1.8613,1.8609,1.8624,1.8584,1.8613,1.8574,1.8594,1.8581,1.8632,1.8482,1.8581,1.8584,1.8616,1.8598,1.8597,1.8545,1.2761,0.8255,1.3425,0.9574,0.7062,1.2040,0.9677,0.7713,1.2072,0.5177,1.2580,0.1826,1.1431,0.8579,0.7098,1.2810,0.5549,0.3884,1.1145,8.5529,0.0939,1.0000,0.0292,0.2222,0.0029,5.0000,0.1783,0.1466,0.0187,10.0000,0.3368,0.1197,0.0609,0.0808,0.0016,0.3907,0.0000,13.8324,0.4446,0.1076,0.0999,14.5897,0.4618,0.1057,0.1060,6.0598,0.2172,0.1390,0.0247,1.3907,0.0413,0.2049,0.0038,3.9408,0.1354,0.1563,0.0149
Trachemys_scripta_scripta_17,3152,1.8780,1.9592,500,0.9438,33126,2.3331,0.0255,10.6638,0.9148,0.3871,33.9956,0.0455,0.0281,0.3694,0.7387,27.5009,0.2569,6.6990,13.7473,0.3304,1.0356,0.0752,0.4173,0.4361,36.4178,0.1093,2.5494,2.4397,0.7975,0.3347,0.6076,1.5143,12.9150,0.6724,8.8456,0.4695,5.8168,7.1285,1.3033,12.8907,0.2454,0.8120,4.1303,1.8763,1.8789,1.8773,1.8752,1.8771,1.8790,1.8767,1.8773,1.8730,1.8768,1.8736,1.8785,1.8652,1.8746,1.8765,1.8754,1.8777,1.8761,1.8685,1.2798,0.8383,1.3585,0.9920,0.7219,1.2174,0.9892,0.7884,1.2241,0.5263,1.2928,0.1753,1.1532,0.8859,0.7250,1.3064,0.5686,0.3933,1.1313,8.5337,0.0921,1.0000,0.0278,0.2206,0.0044,5.0000,0.1724,0.1434,0.0225,10.0000,0.3426,0.1166,0.0609,0.1287,0.0025,0.3539,0.0000,13.4460,0.4414,0.1059,0.0999,13.9232,0.4529,0.1047,0.1047,6.1507,0.2130,0.1352,0.0282,1.3351,0.0377,0.2050,0.0057,3.9273,0.1325,0.1534,0.0149
Trachemys_scripta_scripta_18,3152,1.8537,1.9366,500,0.9429,33133,2.1843,0.0215,12.6818,1.2968,0.6712,38.6826,0.4503,0.0106,0.2547,0.2900,21.7799,0.6014,5.9003,12.5782,0.8010,0.3503,0.5963,0.3035,0.5454,49.7415,0.1331,1.5346,1.3566,1.9088,0.7292,0.7087,0.6144,12.2450,0.6722,5.8050,0.3754,4.3988,4.3289,2.0585,7.9702,0.1962,1.0798,4.1430,1.8520,1.8539,1.8531,1.8525,1.8517,1.8549,1.8488,1.8538,1.8482,1.8520,1.8503,1.8532,1.8415,1.8506,1.8487,1.8525,1.8532,1.8511,1.8459,1.2692,0.8293,1.3348,0.9532,0.6849,1.1903,0.9705,0.7531,1.1961,0.5188,1.2387,0.1652,1.1253,0.8509,0.7130,1.2749,0.5404,0.3899,1.1107,8.5588,0.0943,1.0000,0.0276,0.2265,0.0035,5.0000,0.1751,0.1480,0.0203,10.0000,0.3363,0.1206,0.0590,0.0759,0.0015,0.4153,0.0000,14.1023,0.4408,0.1074,0.0999,14.6710,0.4538,0.1059,0.1060,6.4440,0.2257,0.1378,0.0263,1.5404,0.0449,0.2032,0.0044,4.0127,0.1382,0.1573,0.0168
Trachemys_scripta_scripta_19,3152,1.8634,1.9390,500,0.9430,33133,2.9702,0.0352,11.1467,0.9681,0.7104,33.5746,0.0834,0.0347,0.1630,0.7514,27.6042,0.3047,6.2208,12.3800,0.8977,1.0993,0.6063,0.3107,0.1386,41.6923,0.1284,1.2952,1.1834,1.7159,0.2591,0.3903,1.2066,6.8916,0.5122,8.5043,0.1523,5.6144,4.7460,1.9261,18.7561,0.0737,0.4157,4.5366,1.8627,1.8655,1.8636,1.8631,1.8640,1.8641,1.8610,1.8657,1.8598,1.8623,1.8597,1.8652,1.8518,1.8620,1.8611,1.8630,1.8650,1.8632,1.8582,1.2666,0.8176,1.3362,0.9539,0.6970,1.2004,0.9739,0.7656,1.2013,0.5257,1.2704,0.1878,1.1401,0.8650,0.7141,1.2818,0.5516,0.3868,1.0901,8.5512,0.0937,1.0000,0.0268,0.2236,0.0032,5.0000,0.1808,0.1461,0.0213,10.0000,0.3406,0.1196,0.0609,0.0284,0.0007,0.4869,0.0000,13.3741,0.4269,0.1088,0.0999,13.9118,0.4401,0.1073,0.1072,6.2388,0.2268,0.1376,0.0263,1.3355,0.0370,0.2073,0.0035,3.8949,0.1386,0.1561,0.0155
Trachemys_scripta_scripta (average),3152.0000,1.8655,1.9463,500.0000,0.9433,33134.4500,2.8981,0.1204,12.5936,0.6859,0.5868,33.6542,0.4882,0.1199,2.2913,0.5890,24.2357,0.3088,6.3914,11.5087,0.4926,1.8398,0.3329,0.3535,0.5090,42.4160,0.3754,1.2166,1.7526,1.5693,0.5850,0.5318,1.5273,11.6444,0.7097,8.2540,0.2456,4.8599,4.4482,1.6458,13.1205,0.3246,0.9498,3.8236,1.8638,1.8658,1.8654,1.8648,1.8649,1.8660,1.8632,1.8656,1.8608,1.8645,1.8606,1.8662,1.8535,1.8626,1.8628,1.8643,1.8655,1.8640,1.8587,1.2812,0.8318,1.3493,0.9615,0.7007,1.2030,0.9859,0.7668,1.2101,0.5220,1.2661,0.1806,1.1424,0.8632,0.7151,1.2932,0.5524,0.3880,1.1124,8.5467,0.0933,1.0000,0.0277,0.2230,0.0034,5.0000,0.1753,0.1457,0.0210,10.0000,0.3416,0.1187,0.0614,0.1007,0.0021,0.3973,0.0000,13.6048,0.4369,0.1073,0.0998,14.2080,0.4516,0.1057,0.1057,5.9781,0.2105,0.1387,0.0249,1.4650,0.0421,0.2030,0.0042,3.9454,0.1360,0.1554,0.0155
